,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,Season
43,38,Donnie Boyce,SG,22,ATL,8,0,5.1,1.1,2.9,0.391,0.5,1.0,0.5,0.6,1.9,0.333,0.478,0.3,0.5,0.5,0.6,0.6,1.3,0.4,0.4,0.1,0.8,0.3,3.0,boycedo01,1995-96
44,39,Shawn Bradley,C,23,TOT,79,68,29.5,4.9,11.1,0.443,0.0,0.1,0.25,4.9,11.0,0.444,0.444,2.1,3.1,0.687,2.8,5.3,8.1,0.8,0.6,3.6,2.3,3.6,11.9,bradlsh01,1995-96
45,39,Shawn Bradley,C,23,PHI,12,11,27.8,3.6,8.1,0.443,0.0,0.0,,3.6,8.1,0.443,0.443,1.6,2.1,0.76,2.8,6.0,8.8,0.7,0.7,3.2,2.6,3.5,8.8,bradlsh01,1995-96
46,39,Shawn Bradley,C,23,NJN,67,57,29.8,5.1,11.6,0.443,0.0,0.1,0.25,5.1,11.5,0.444,0.444,2.2,3.3,0.679,2.8,5.1,7.9,0.8,0.6,3.7,2.2,3.6,12.5,bradlsh01,1995-96
47,40,Marques Bragg,PF,25,MIN,53,0,7.0,1.0,2.3,0.45,0.0,0.0,,1.0,2.3,0.45,0.45,0.4,0.8,0.561,0.7,0.8,1.5,0.2,0.3,0.2,0.5,1.3,2.5,braggma01,1995-96
48,41,Terrell Brandon,PG,25,CLE,75,75,34.3,6.8,14.6,0.465,1.2,3.1,0.387,5.6,11.5,0.487,0.507,4.5,5.1,0.887,0.6,2.7,3.3,6.5,1.8,0.4,1.9,1.9,19.3,brandte01,1995-96
49,42,Tim Breaux,SF,25,HOU,54,4,10.6,1.1,3.0,0.366,0.3,0.9,0.326,0.8,2.1,0.383,0.413,0.5,0.8,0.622,0.4,0.7,1.1,0.4,0.2,0.1,0.6,0.8,3.0,breauti01,1995-96
50,43,Frank Brickowski,C,36,SEA,63,8,15.7,2.0,4.0,0.488,0.5,1.3,0.405,1.4,2.7,0.526,0.552,1.0,1.4,0.709,0.4,2.0,2.4,0.9,0.4,0.1,1.2,2.9,5.4,brickfr01,1995-96
51,44,Scott Brooks,PG,30,DAL,69,0,10.4,1.9,4.2,0.457,0.4,0.9,0.403,1.6,3.3,0.472,0.5,0.9,1.0,0.855,0.2,0.4,0.6,1.4,0.6,0.0,0.6,0.8,5.1,brooksc01,1995-96
52,45,Chucky Brown,PF,27,HOU,82,82,24.6,3.7,6.8,0.541,0.0,0.1,0.125,3.6,6.7,0.547,0.541,1.3,1.8,0.693,1.6,3.7,5.4,1.1,0.6,0.5,1.1,2.0,8.6,brownch01,1995-96
53,46,Dee Brown,PG,27,BOS,65,23,24.5,3.8,9.5,0.399,1.0,3.4,0.309,2.7,6.1,0.449,0.455,2.1,2.4,0.854,0.6,1.5,2.1,2.2,1.2,0.2,1.1,1.8,10.7,brownde01,1995-96
54,47,Mike Brown,C,32,PHI,9,1,18.0,1.0,1.8,0.563,0.0,0.0,,1.0,1.8,0.563,0.563,0.9,1.9,0.471,1.6,2.6,4.1,0.3,0.3,0.2,0.7,2.7,2.9,brownmi01,1995-96
55,48,P.J. Brown,C,26,NJN,81,81,36.3,4.4,9.9,0.444,0.0,0.2,0.2,4.3,9.7,0.448,0.445,2.5,3.3,0.77,2.7,4.3,6.9,2.0,1.0,1.2,1.6,3.1,11.3,brownpj01,1995-96
56,49,Randy Brown,PG,27,CHI,68,0,9.9,1.1,2.8,0.406,0.0,0.2,0.091,1.1,2.7,0.425,0.409,0.4,0.7,0.609,0.3,0.7,1.0,1.1,0.8,0.2,0.5,1.3,2.7,brownra02,1995-96
57,50,Mark Bryant,PF,30,HOU,71,9,22.4,3.4,6.3,0.543,0.0,0.0,0.0,3.4,6.3,0.545,0.543,1.8,2.5,0.718,1.8,3.1,4.9,0.7,0.4,0.3,1.2,3.3,8.6,bryanma01,1995-96
58,51,Jud Buechler,SF,27,CHI,74,0,10.0,1.5,3.3,0.463,0.5,1.2,0.444,1.0,2.1,0.474,0.545,0.2,0.3,0.636,0.6,0.9,1.5,0.8,0.5,0.1,0.5,0.9,3.8,buechju01,1995-96
59,52,Matt Bullard,PF,28,ATL,46,0,10.0,1.4,3.5,0.407,0.6,1.6,0.361,0.9,2.0,0.444,0.488,0.3,0.4,0.8,0.4,0.9,1.3,0.4,0.4,0.2,0.5,1.1,3.8,bullama01,1995-96
60,53,Scott Burrell,SF,25,CHH,20,20,34.7,4.6,10.3,0.447,1.9,4.9,0.378,2.8,5.4,0.509,0.536,2.1,2.8,0.75,1.3,3.6,4.9,2.4,1.4,0.7,2.2,3.8,13.2,burresc01,1995-96
61,54,Junior Burrough,PF,23,BOS,61,3,8.1,1.0,2.8,0.376,0.0,0.0,,1.0,2.8,0.376,0.376,1.0,1.5,0.656,0.7,1.0,1.8,0.2,0.2,0.2,0.7,1.2,3.1,burroju01,1995-96
62,55,Mitchell Butler,SG,25,WSB,61,3,14.1,1.4,3.8,0.384,0.2,1.0,0.217,1.2,2.8,0.444,0.413,0.8,1.4,0.578,0.5,1.5,1.9,1.1,0.7,0.2,1.1,1.7,3.9,butlemi02,1995-96
63,56,Jason Caffey,PF,22,CHI,57,0,9.6,1.2,2.8,0.438,0.0,0.0,0.0,1.2,2.8,0.441,0.438,0.7,1.2,0.588,0.9,1.1,1.9,0.4,0.2,0.1,0.8,1.6,3.2,caffeja01,1995-96
64,57,Michael Cage,C,34,CLE,82,80,32.1,2.7,4.8,0.556,0.0,0.0,0.0,2.7,4.8,0.557,0.556,0.6,1.1,0.543,3.5,5.4,8.9,0.6,1.1,1.0,0.7,2.6,6.0,cagemi01,1995-96
65,58,Adrian Caldwell,PF,29,IND,51,1,6.4,0.9,1.6,0.554,0.0,0.0,,0.9,1.6,0.554,0.554,0.4,0.7,0.5,0.8,1.3,2.2,0.1,0.2,0.1,0.7,1.4,2.2,caldwad01,1995-96
66,59,Elden Campbell,PF,27,LAL,82,82,32.9,5.5,10.8,0.503,0.0,0.1,0.0,5.5,10.8,0.506,0.503,3.0,4.3,0.713,2.0,5.6,7.6,2.2,1.1,2.6,1.7,3.7,13.9,campbel01,1995-96
67,60,Antoine Carr,SF,34,UTA,80,0,19.2,2.9,6.4,0.457,0.0,0.0,0.0,2.9,6.3,0.46,0.457,1.4,1.8,0.792,0.9,1.6,2.5,0.9,0.4,0.8,1.0,3.2,7.3,carran01,1995-96
68,61,Chris Carr,SG,21,PHO,60,10,9.8,1.5,3.6,0.415,0.2,0.7,0.262,1.3,2.9,0.451,0.44,0.8,1.0,0.817,0.5,1.3,1.7,0.7,0.2,0.1,0.7,1.3,4.0,carrch01,1995-96
69,62,Sam Cassell,PG,26,HOU,61,0,27.6,4.7,10.8,0.439,1.2,3.4,0.348,3.5,7.3,0.482,0.495,3.9,4.7,0.825,0.8,2.2,3.1,4.6,0.9,0.1,2.6,2.7,14.5,cassesa01,1995-96
70,63,Duane Causwell,C,27,SAC,73,26,14.3,1.2,3.0,0.417,0.0,0.0,0.0,1.2,2.9,0.419,0.417,1.0,1.3,0.729,1.2,2.2,3.4,0.3,0.4,1.1,0.7,2.4,3.4,causwdu01,1995-96
71,64,Cedric Ceballos,SF,26,LAL,78,71,33.7,8.2,15.4,0.53,0.7,2.4,0.277,7.5,13.1,0.576,0.552,4.2,5.2,0.804,2.8,4.1,6.9,1.5,1.2,0.3,2.1,1.8,21.2,cebalce01,1995-96
72,65,Rex Chapman,SG,28,MIA,56,50,33.3,5.2,12.1,0.426,2.2,6.0,0.371,2.9,6.1,0.48,0.518,1.5,2.0,0.735,0.4,2.2,2.6,3.0,0.8,0.2,1.4,2.1,14.0,chapmre01,1995-96
73,66,Calbert Cheaney,SF,24,WSB,70,70,33.2,6.1,12.9,0.471,0.7,2.2,0.338,5.3,10.7,0.498,0.499,2.2,3.1,0.706,1.0,2.5,3.4,2.2,1.0,0.3,1.8,2.9,15.1,cheanca01,1995-96
74,67,Pete Chilcutt,PF,27,HOU,74,0,8.8,1.0,2.4,0.408,0.5,1.3,0.378,0.5,1.1,0.444,0.511,0.2,0.4,0.654,0.7,1.4,2.1,0.4,0.3,0.2,0.3,0.9,2.7,chilcpe01,1995-96
75,68,Randolph Childress,PG,23,POR,28,0,8.9,0.9,2.8,0.316,0.5,1.7,0.277,0.4,1.1,0.375,0.399,0.8,1.0,0.815,0.0,0.6,0.7,1.1,0.3,0.0,1.0,0.8,3.0,childra01,1995-96
76,69,Chris Childs,PG,28,NJN,78,54,30.9,4.2,10.0,0.416,1.2,3.3,0.367,2.9,6.7,0.441,0.478,3.3,3.9,0.852,0.7,2.5,3.1,7.0,1.4,0.1,2.9,3.2,12.8,childch01,1995-96
77,70,Doug Christie,SF,25,TOT,55,17,18.8,2.7,6.1,0.445,0.8,1.9,0.434,1.9,4.2,0.45,0.513,1.3,1.7,0.742,0.6,2.2,2.8,2.1,1.3,0.3,1.7,2.6,7.5,chrisdo01,1995-96
78,70,Doug Christie,SF,25,NYK,23,0,9.5,1.5,3.2,0.479,0.4,0.8,0.526,1.1,2.3,0.463,0.548,0.6,1.0,0.591,0.3,1.1,1.5,1.1,0.5,0.1,0.8,1.8,4.0,chrisdo01,1995-96
79,70,Doug Christie,SF,25,TOR,32,17,25.6,3.6,8.3,0.436,1.1,2.7,0.414,2.5,5.5,0.446,0.504,1.8,2.2,0.789,0.8,2.9,3.8,2.9,1.8,0.5,2.4,3.1,10.1,chrisdo01,1995-96
80,71,Robert Churchwell,SG,23,GSW,4,0,5.0,0.8,2.0,0.375,0.0,0.0,,0.8,2.0,0.375,0.375,0.0,0.0,,0.0,0.8,0.8,0.3,0.0,0.0,0.5,0.3,1.5,churcro01,1995-96
81,72,Charles Claxton,C,25,BOS,3,0,2.3,0.3,0.7,0.5,0.0,0.0,,0.3,0.7,0.5,0.5,0.0,0.7,0.0,0.7,0.0,0.7,0.0,0.0,0.3,0.3,1.3,0.7,claxtch01,1995-96
82,73,John Coker,C,24,PHO,5,0,2.2,0.8,1.0,0.8,0.0,0.0,,0.8,1.0,0.8,0.8,0.0,0.0,,0.4,0.0,0.4,0.2,0.0,0.2,0.0,0.2,1.6,cokerjo01,1995-96
83,74,Derrick Coleman,PF,28,PHI,11,11,26.7,4.4,10.7,0.407,0.6,1.9,0.333,3.7,8.8,0.423,0.436,1.8,2.9,0.625,1.2,5.4,6.5,2.8,0.4,0.9,2.5,2.7,11.2,colemde01,1995-96
84,75,Bimbo Coles,PG,27,TOT,81,55,32.3,3.9,9.6,0.409,1.1,3.1,0.346,2.8,6.5,0.44,0.466,2.1,2.6,0.796,0.6,2.6,3.2,5.2,1.2,0.2,2.1,3.1,11.0,colesbi01,1995-96
85,75,Bimbo Coles,PG,27,MIA,52,52,36.2,4.4,10.8,0.413,1.2,3.3,0.366,3.2,7.4,0.434,0.47,2.7,3.3,0.803,0.7,3.1,3.9,5.7,1.2,0.2,2.4,3.4,12.8,colesbi01,1995-96
86,75,Bimbo Coles,PG,27,GSW,29,3,25.3,3.0,7.5,0.399,0.9,2.8,0.305,2.1,4.7,0.456,0.456,1.0,1.3,0.763,0.4,1.7,2.0,4.3,1.1,0.2,1.7,2.7,7.9,colesbi01,1995-96
87,76,Marty Conlon,C,28,MIL,74,1,12.9,2.1,4.4,0.468,0.1,0.4,0.167,2.0,4.0,0.498,0.476,1.1,1.5,0.764,0.8,1.6,2.4,0.9,0.3,0.1,1.1,1.7,5.3,conloma01,1995-96
88,77,Anthony Cook,PF,28,POR,11,0,5.5,0.6,1.5,0.438,0.0,0.2,0.0,0.6,1.3,0.5,0.438,0.1,0.4,0.25,0.5,0.6,1.1,0.2,0.0,0.1,0.1,0.7,1.4,cookan01,1995-96
89,78,Tyrone Corbin,SF,33,TOT,71,2,18.1,2.2,4.9,0.442,0.0,0.3,0.167,2.1,4.7,0.456,0.446,1.4,1.7,0.833,1.1,2.3,3.4,1.2,0.9,0.3,0.9,2.1,5.8,corbity01,1995-96
90,78,Tyrone Corbin,SF,33,SAC,49,2,19.0,2.4,5.3,0.452,0.0,0.2,0.083,2.4,5.0,0.47,0.454,1.6,1.9,0.837,1.1,2.5,3.7,1.2,1.0,0.3,1.0,2.0,6.4,corbity01,1995-96
91,78,Tyrone Corbin,SF,33,MIA,22,0,16.1,1.7,4.2,0.413,0.1,0.3,0.333,1.6,3.9,0.419,0.424,1.0,1.3,0.821,1.2,1.8,3.0,1.0,0.7,0.1,0.8,2.3,4.6,corbity01,1995-96
92,79,Joe Courtney,PF,26,CLE,23,0,8.7,0.7,1.5,0.429,0.0,0.0,,0.7,1.5,0.429,0.429,0.3,0.8,0.444,1.0,1.1,2.1,0.4,0.2,0.3,0.7,1.5,1.7,courtjo01,1995-96
93,80,John Crotty,PG,26,CLE,58,4,10.6,0.9,2.0,0.447,0.1,0.5,0.296,0.7,1.5,0.494,0.482,1.1,1.2,0.861,0.3,0.6,0.9,1.8,0.4,0.1,0.9,1.0,3.0,crottjo01,1995-96
94,81,Terry Cummings,PF,34,MIL,81,13,21.9,3.3,7.2,0.462,0.0,0.1,0.143,3.3,7.1,0.466,0.463,1.3,2.0,0.65,2.0,3.5,5.5,1.1,0.7,0.4,0.9,3.2,8.0,cummite01,1995-96
95,82,Dell Curry,SG,31,CHH,82,29,28.9,5.4,11.9,0.453,2.0,5.0,0.404,3.4,6.9,0.488,0.537,1.8,2.1,0.854,0.8,2.4,3.2,2.1,1.3,0.3,1.6,2.1,14.5,curryde01,1995-96
96,83,Michael Curry,SG-SF,27,TOT,46,1,17.0,1.6,3.5,0.453,0.4,1.2,0.377,1.2,2.3,0.491,0.516,1.0,1.3,0.726,0.6,1.3,1.8,0.6,0.5,0.0,0.5,2.0,4.6,currymi01,1995-96
97,83,Michael Curry,SF,27,WSB,5,0,6.8,0.6,2.0,0.3,0.0,0.6,0.0,0.6,1.4,0.429,0.3,0.8,0.8,1.0,0.4,0.6,1.0,0.2,0.2,0.0,0.2,0.6,2.0,currymi01,1995-96
98,83,Michael Curry,SG,27,DET,41,1,18.3,1.7,3.7,0.464,0.5,1.2,0.4,1.2,2.5,0.495,0.53,1.0,1.4,0.707,0.6,1.3,2.0,0.6,0.6,0.0,0.6,2.2,4.9,currymi01,1995-96
99,84,Rastko Cvetković,C,25,DEN,14,0,3.4,0.4,1.1,0.313,0.0,0.1,0.0,0.4,1.1,0.333,0.313,0.0,0.3,0.0,0.3,0.5,0.8,0.2,0.1,0.1,0.2,0.8,0.7,cvetkra01,1995-96
100,85,Sasha Danilović,SG,25,MIA,19,18,28.5,4.4,9.7,0.451,1.8,4.1,0.436,2.6,5.6,0.462,0.543,2.9,3.8,0.764,0.6,1.8,2.4,2.5,0.8,0.2,1.9,2.6,13.4,danilsa01,1995-96
101,86,Yinka Dare,C,23,NJN,58,23,10.8,1.1,2.5,0.438,0.0,0.0,,1.1,2.5,0.438,0.438,0.7,1.1,0.613,1.0,2.2,3.1,0.0,0.1,0.7,1.2,2.0,2.8,dareyi01,1995-96
102,87,Antonio Davis,PF,27,IND,82,14,25.5,2.9,5.9,0.49,0.0,0.0,0.5,2.9,5.9,0.49,0.491,3.0,4.2,0.713,2.3,3.8,6.1,0.5,0.4,0.8,1.1,3.0,8.8,davisan01,1995-96
103,88,Dale Davis,PF,26,IND,78,77,33.6,4.3,7.7,0.558,0.0,0.0,,4.3,7.7,0.558,0.558,1.7,3.7,0.467,3.2,5.9,9.1,1.0,0.7,1.4,1.5,3.1,10.3,davisda01,1995-96
104,89,Hubert Davis,SG,25,NYK,74,14,24.0,3.7,7.6,0.486,1.7,3.6,0.476,2.0,4.0,0.495,0.598,1.5,1.7,0.868,0.5,1.2,1.7,1.4,0.4,0.1,0.9,1.6,10.7,davishu01,1995-96
105,90,Mark Davis,SF,22,MIN,57,0,10.0,1.0,2.6,0.369,0.1,0.2,0.308,0.9,2.4,0.375,0.383,1.3,2.0,0.638,1.0,1.2,2.2,0.8,0.7,0.4,1.2,1.6,3.3,davisma02,1995-96
106,91,Terry Davis,PF,28,DAL,28,0,17.9,2.0,3.9,0.509,0.0,0.0,,2.0,3.9,0.509,0.509,1.0,1.7,0.574,1.5,2.6,4.2,0.8,0.4,0.1,0.9,2.4,4.9,daviste01,1995-96
107,92,Todd Day,SG,26,TOT,79,12,22.9,3.8,10.3,0.366,1.3,3.8,0.331,2.5,6.5,0.386,0.427,2.8,3.6,0.78,0.9,1.9,2.8,1.4,1.0,0.6,1.4,2.8,11.7,dayto01,1995-96
