,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,Season
11,10,Robert Archibald,C-PF,23,TOT,32,3,8.0,0.3,1.0,0.273,0.0,0.0,,0.3,1.0,0.273,0.273,0.4,1.0,0.452,0.7,1.0,1.6,0.4,0.4,0.1,0.3,1.6,1.0,archiro01,2003-04
12,10,Robert Archibald,PF,23,PHO,1,0,6.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,2.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,archiro01,2003-04
13,10,Robert Archibald,PF,23,ORL,1,0,4.0,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.5,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,archiro01,2003-04
14,10,Robert Archibald,C,23,TOR,30,3,8.2,0.3,1.0,0.267,0.0,0.0,,0.3,1.0,0.267,0.267,0.4,0.9,0.481,0.7,1.0,1.7,0.4,0.4,0.1,0.3,1.6,1.0,archiro01,2003-04
15,11,Gilbert Arenas,PG,22,WAS,55,52,37.6,6.5,16.6,0.392,2.3,6.1,0.375,4.2,10.6,0.401,0.46,4.3,5.8,0.748,1.0,3.6,4.6,5.0,1.9,0.2,4.1,3.2,19.6,arenagi01,2003-04
16,12,Brandon Armstrong,SG,23,NJN,56,0,7.8,1.2,3.1,0.371,0.3,0.9,0.365,0.8,2.2,0.374,0.426,0.0,0.1,0.5,0.2,0.6,0.8,0.3,0.2,0.0,0.4,0.9,2.7,armstbr01,2003-04
17,13,Darrell Armstrong,PG,35,NOH,79,22,28.4,3.7,9.3,0.395,1.7,5.4,0.315,2.0,3.9,0.508,0.487,1.6,1.8,0.854,0.8,2.1,2.9,3.9,1.7,0.2,2.0,1.9,10.6,armstda01,2003-04
18,14,Carlos Arroyo,PG,24,UTA,71,71,28.3,4.8,10.8,0.441,0.5,1.6,0.325,4.2,9.2,0.462,0.466,2.5,3.2,0.804,0.6,2.0,2.6,5.0,0.9,0.1,2.2,2.3,12.6,arroyca01,2003-04
19,15,Chucky Atkins,PG,29,TOT,64,24,24.1,3.0,7.6,0.397,1.3,3.8,0.336,1.7,3.8,0.457,0.48,1.1,1.5,0.753,0.1,1.3,1.5,3.5,0.7,0.0,1.4,1.6,8.4,atkinch01,2003-04
20,15,Chucky Atkins,PG,29,DET,40,0,18.8,2.2,5.9,0.374,1.1,3.3,0.323,1.2,2.6,0.438,0.464,0.8,1.1,0.721,0.2,1.1,1.2,2.4,0.5,0.0,1.2,1.5,6.2,atkinch01,2003-04
21,15,Chucky Atkins,PG,29,BOS,24,24,33.0,4.3,10.4,0.418,1.6,4.6,0.351,2.7,5.8,0.471,0.496,1.8,2.3,0.778,0.1,1.8,1.9,5.3,1.1,0.0,1.8,1.8,12.0,atkinch01,2003-04
22,16,Stacey Augmon,SF,35,NOH,69,24,20.5,2.1,5.0,0.412,0.0,0.1,0.143,2.1,4.9,0.418,0.414,1.6,2.0,0.791,0.8,1.8,2.5,1.2,0.8,0.2,1.1,1.7,5.8,augmost01,2003-04
23,17,Vin Baker,PF,32,TOT,54,33,24.3,3.9,8.0,0.481,0.0,0.1,0.333,3.8,7.9,0.483,0.483,2.1,2.9,0.726,2.1,3.1,5.2,1.2,0.5,0.6,1.4,3.0,9.8,bakervi01,2003-04
24,17,Vin Baker,PF,32,BOS,37,33,27.0,4.5,9.0,0.505,0.0,0.0,0.0,4.5,9.0,0.506,0.505,2.2,3.0,0.732,2.1,3.6,5.7,1.5,0.6,0.6,1.4,2.6,11.3,bakervi01,2003-04
25,17,Vin Baker,PF,32,NYK,17,0,18.4,2.4,5.8,0.404,0.1,0.1,0.5,2.3,5.7,0.402,0.409,1.9,2.6,0.711,2.1,2.0,4.1,0.7,0.4,0.5,1.5,3.6,6.6,bakervi01,2003-04
26,18,Marcus Banks,PG,22,BOS,81,2,17.1,2.2,5.5,0.4,0.3,1.1,0.314,1.9,4.4,0.421,0.431,1.2,1.6,0.756,0.4,1.3,1.6,2.2,1.1,0.2,1.5,2.1,5.9,banksma01,2003-04
27,19,Leandro Barbosa,PG,21,PHO,70,46,21.4,3.0,6.7,0.447,1.2,3.0,0.395,1.8,3.7,0.488,0.535,0.7,0.9,0.77,0.3,1.4,1.8,2.4,1.3,0.1,1.7,2.6,7.9,barbole01,2003-04
28,20,Matt Barnes,SF,23,LAC,38,9,19.1,1.7,3.6,0.457,0.1,0.3,0.154,1.6,3.3,0.488,0.464,1.1,1.6,0.705,1.4,2.6,4.0,1.3,0.7,0.1,1.2,2.0,4.5,barnema02,2003-04
29,21,Dana Barros,SG,36,BOS,1,0,11.0,2.0,3.0,0.667,0.0,0.0,,2.0,3.0,0.667,0.667,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,barroda01,2003-04
30,22,Brent Barry,SG,32,SEA,59,53,30.6,3.6,7.2,0.504,1.9,4.3,0.452,1.7,3.0,0.577,0.637,1.5,1.9,0.827,0.4,3.1,3.5,5.8,1.4,0.3,2.4,2.1,10.8,barrybr01,2003-04
31,23,Jon Barry,SG,34,DEN,57,9,19.3,2.1,5.2,0.404,0.9,2.4,0.37,1.2,2.8,0.434,0.49,1.1,1.2,0.845,0.4,1.7,2.2,2.6,1.0,0.1,0.9,1.2,6.2,barryjo01,2003-04
32,24,Mengke Bateer,C,28,TOR,7,0,5.7,0.6,1.0,0.571,0.0,0.0,,0.6,1.0,0.571,0.571,0.0,0.0,,0.7,0.4,1.1,0.1,0.1,0.0,0.3,1.4,1.1,bateeme01,2003-04
33,25,Tony Battie,C,27,TOT,73,7,20.2,2.3,5.3,0.443,0.0,0.1,0.222,2.3,5.1,0.448,0.445,0.9,1.2,0.742,1.6,3.3,4.9,0.8,0.4,0.9,0.9,2.2,5.6,battito01,2003-04
34,25,Tony Battie,C,27,BOS,23,6,21.8,2.4,5.1,0.479,0.0,0.0,1.0,2.4,5.0,0.474,0.483,1.0,1.4,0.697,1.7,3.4,5.1,0.9,0.3,0.9,1.0,2.4,5.9,battito01,2003-04
35,25,Tony Battie,C,27,CLE,50,1,19.5,2.3,5.3,0.427,0.0,0.2,0.125,2.3,5.2,0.436,0.429,0.9,1.1,0.768,1.6,3.2,4.8,0.7,0.4,0.9,0.8,2.1,5.4,battito01,2003-04
36,26,Shane Battier,SF,25,MEM,79,1,24.6,3.1,6.9,0.446,0.8,2.4,0.349,2.2,4.5,0.496,0.506,1.5,2.1,0.732,1.3,2.5,3.8,1.3,1.3,0.7,0.7,2.4,8.5,battish01,2003-04
37,27,Lonny Baxter,C-PF,25,TOT,62,5,12.4,1.7,3.4,0.493,0.0,0.0,0.333,1.6,3.3,0.495,0.495,0.7,1.2,0.579,1.0,2.0,3.0,0.3,0.3,0.5,0.6,2.0,4.0,baxtelo01,2003-04
38,27,Lonny Baxter,PF,25,CHI,14,1,10.5,1.9,3.5,0.551,0.1,0.1,1.0,1.9,3.4,0.542,0.561,0.4,0.6,0.625,0.8,1.7,2.5,0.4,0.1,0.4,0.8,2.2,4.3,baxtelo01,2003-04
39,27,Lonny Baxter,C,25,TOR,36,4,13.5,1.7,3.6,0.469,0.0,0.0,0.0,1.7,3.5,0.472,0.469,0.8,1.6,0.536,1.2,2.2,3.4,0.3,0.4,0.5,0.6,1.9,4.2,baxtelo01,2003-04
40,27,Lonny Baxter,PF,25,WAS,12,0,11.0,1.3,2.7,0.5,0.0,0.1,0.0,1.3,2.6,0.516,0.5,0.8,1.0,0.75,0.9,1.7,2.6,0.4,0.2,0.4,0.4,1.9,3.4,baxtelo01,2003-04
41,28,Jerome Beasley,PF,23,MIA,2,0,2.5,0.5,1.5,0.333,0.0,0.0,,0.5,1.5,0.333,0.333,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,beaslje01,2003-04
42,29,Raja Bell,SG,27,UTA,82,4,24.6,4.0,9.8,0.409,0.8,2.0,0.373,3.3,7.8,0.418,0.447,2.4,3.0,0.786,0.7,2.2,2.9,1.3,0.8,0.2,1.4,3.2,11.2,bellra01,2003-04
43,30,Troy Bell,PG,23,MEM,6,0,5.7,0.7,3.0,0.222,0.0,0.7,0.0,0.7,2.3,0.286,0.222,0.5,0.5,1.0,0.5,0.2,0.7,0.7,0.2,0.0,1.0,1.0,1.8,belltr01,2003-04
44,31,Jonathan Bender,SF,23,IND,21,0,12.9,2.4,5.0,0.472,0.4,1.0,0.409,2.0,4.0,0.488,0.514,1.9,2.2,0.83,0.4,1.5,1.9,0.4,0.2,0.5,1.6,1.1,7.0,bendejo01,2003-04
45,32,Travis Best,PG,31,DAL,61,1,12.5,1.0,2.8,0.372,0.0,0.3,0.15,1.0,2.5,0.401,0.381,0.7,0.8,0.87,0.3,0.8,1.1,1.8,0.5,0.1,0.5,1.1,2.8,besttr01,2003-04
46,33,Mike Bibby,PG,25,SAC,82,82,36.3,6.4,14.3,0.45,1.8,4.6,0.392,4.6,9.7,0.479,0.514,3.7,4.5,0.815,0.8,2.6,3.4,5.4,1.4,0.2,2.1,1.8,18.4,bibbymi01,2003-04
47,34,Chauncey Billups*,PG,27,DET,78,78,35.4,5.0,12.8,0.394,1.7,4.3,0.388,3.4,8.5,0.396,0.459,5.2,5.9,0.878,0.4,3.1,3.5,5.7,1.1,0.1,2.4,2.3,16.9,billuch01,2003-04
48,35,Steve Blake,PG,23,WAS,75,14,18.6,2.1,5.4,0.386,1.0,2.7,0.371,1.1,2.7,0.4,0.478,0.7,0.9,0.821,0.2,1.3,1.6,2.8,0.8,0.1,1.7,1.3,5.9,blakest01,2003-04
49,36,Corie Blount,PF-C,35,TOT,62,3,16.9,1.9,4.1,0.455,0.0,0.0,0.0,1.9,4.0,0.46,0.455,0.2,0.4,0.556,1.6,2.9,4.4,0.9,0.8,0.4,0.7,2.2,4.0,blounco01,2003-04
50,36,Corie Blount,PF,35,CHI,46,3,16.4,2.1,4.5,0.471,0.0,0.1,0.0,2.1,4.4,0.478,0.471,0.3,0.5,0.542,1.7,2.8,4.5,1.0,0.8,0.4,0.8,1.9,4.5,blounco01,2003-04
51,36,Corie Blount,C,35,TOR,16,0,18.4,1.1,2.9,0.383,0.0,0.0,,1.1,2.9,0.383,0.383,0.1,0.2,0.667,1.4,2.9,4.3,0.6,0.7,0.3,0.5,3.1,2.4,blounco01,2003-04
52,37,Mark Blount,C,28,BOS,82,73,29.3,4.2,7.4,0.566,0.0,0.0,,4.2,7.4,0.566,0.566,1.9,2.7,0.719,2.5,4.7,7.2,0.9,1.0,1.3,1.8,3.1,10.3,blounma01,2003-04
53,38,Keith Bogans,SF,23,ORL,73,36,24.5,2.5,6.2,0.403,0.9,2.6,0.358,1.6,3.7,0.434,0.477,0.9,1.4,0.631,1.5,2.9,4.3,1.3,0.6,0.1,1.0,1.8,6.8,boganke01,2003-04
54,39,Calvin Booth,C,27,SEA,71,35,17.0,1.9,4.1,0.466,0.0,0.0,0.0,1.9,4.1,0.469,0.466,1.1,1.3,0.798,1.2,2.7,3.9,0.4,0.2,1.4,0.6,2.1,4.9,boothca01,2003-04
55,40,Carlos Boozer,PF,22,CLE,75,75,34.6,6.3,12.0,0.523,0.0,0.1,0.167,6.3,11.9,0.526,0.524,2.9,3.8,0.768,3.1,8.4,11.4,2.0,1.0,0.7,1.8,2.7,15.5,boozeca01,2003-04
56,41,Curtis Borchardt,C,23,UTA,16,0,16.1,1.4,3.5,0.393,0.0,0.1,0.0,1.4,3.4,0.4,0.393,0.9,1.1,0.778,0.8,2.6,3.4,0.9,0.3,0.9,1.1,2.5,3.6,borchcu01,2003-04
57,42,Chris Bosh*,C,19,TOR,75,63,33.5,4.4,9.5,0.459,0.1,0.2,0.357,4.3,9.3,0.461,0.463,2.7,3.8,0.701,2.5,4.9,7.4,1.0,0.8,1.4,1.4,2.9,11.5,boshch01,2003-04
58,43,Ruben Boumtje-Boumtje,C,25,POR,9,0,2.9,0.1,0.6,0.2,0.0,0.0,,0.1,0.6,0.2,0.2,0.2,0.2,1.0,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.2,0.4,boumtru01,2003-04
59,44,Bruce Bowen,SF,32,SAS,82,82,32.0,2.6,6.1,0.42,0.9,2.6,0.363,1.6,3.5,0.462,0.497,0.8,1.4,0.579,0.5,2.5,3.1,1.4,1.0,0.4,1.1,2.0,6.9,bowenbr01,2003-04
60,45,Ryan Bowen,PF,28,DEN,52,1,7.5,0.3,1.0,0.34,0.0,0.0,,0.3,1.0,0.34,0.34,0.2,0.2,0.833,0.8,0.9,1.7,0.3,0.3,0.3,0.1,0.9,0.9,bowenry01,2003-04
61,46,Earl Boykins,SG,27,DEN,82,3,22.5,3.9,9.3,0.419,0.7,2.1,0.322,3.2,7.3,0.447,0.455,1.7,2.0,0.877,0.5,1.2,1.7,3.6,0.6,0.0,1.2,1.0,10.2,boykiea01,2003-04
62,47,Michael Bradley,C-PF,24,TOT,16,1,6.1,0.4,0.9,0.467,0.0,0.0,,0.4,0.9,0.467,0.467,0.1,0.1,0.5,0.4,1.1,1.4,0.1,0.2,0.0,0.4,0.9,0.9,bradlmi01,2003-04
63,47,Michael Bradley,PF,24,TOR,5,0,7.6,0.2,0.6,0.333,0.0,0.0,,0.2,0.6,0.333,0.333,0.2,0.4,0.5,0.2,2.0,2.2,0.2,0.2,0.0,0.6,1.2,0.6,bradlmi01,2003-04
64,47,Michael Bradley,C,24,ATL,11,1,5.5,0.5,1.1,0.5,0.0,0.0,,0.5,1.1,0.5,0.5,0.0,0.0,,0.5,0.6,1.1,0.0,0.2,0.0,0.4,0.7,1.1,bradlmi01,2003-04
65,48,Shawn Bradley,C,31,DAL,66,5,11.7,1.3,2.8,0.473,0.0,0.0,0.0,1.3,2.8,0.476,0.473,0.6,0.7,0.837,1.1,1.5,2.6,0.3,0.5,1.1,0.3,2.0,3.3,bradlsh01,2003-04
66,49,Torraye Braggs,PF,27,TOT,15,0,10.3,1.1,2.2,0.485,0.0,0.0,,1.1,2.2,0.485,0.485,0.5,0.8,0.667,1.2,1.4,2.6,0.5,0.3,0.1,0.9,1.9,2.7,braggto01,2003-04
67,49,Torraye Braggs,PF,27,HOU,11,0,12.0,1.2,2.5,0.464,0.0,0.0,,1.2,2.5,0.464,0.464,0.7,1.1,0.667,1.4,1.7,3.1,0.5,0.4,0.2,1.1,1.9,3.1,braggto01,2003-04
68,49,Torraye Braggs,PF,27,WAS,4,0,5.5,0.8,1.3,0.6,0.0,0.0,,0.8,1.3,0.6,0.6,0.0,0.0,,0.8,0.5,1.3,0.3,0.0,0.0,0.3,2.0,1.5,braggto01,2003-04
69,50,Elton Brand,PF,24,LAC,69,68,38.7,7.0,14.2,0.493,0.0,0.0,0.0,7.0,14.2,0.493,0.493,6.0,7.7,0.773,3.9,6.4,10.3,3.3,0.9,2.2,2.8,3.3,20.0,brandel01,2003-04
70,51,J.R. Bremer,PG,23,TOT,36,2,12.3,1.2,4.4,0.272,0.5,2.1,0.257,0.7,2.3,0.286,0.332,0.4,0.6,0.65,0.3,0.8,1.0,1.4,0.5,0.1,0.7,0.9,3.3,bremejr01,2003-04
71,51,J.R. Bremer,PG,23,CLE,31,2,13.0,1.3,4.4,0.285,0.6,2.1,0.288,0.6,2.3,0.282,0.354,0.4,0.6,0.65,0.2,0.8,1.1,1.3,0.6,0.1,0.6,0.9,3.5,bremejr01,2003-04
72,51,J.R. Bremer,PG,23,GSW,5,0,8.0,0.8,4.2,0.19,0.0,1.6,0.0,0.8,2.6,0.308,0.19,0.0,0.0,,0.4,0.2,0.6,2.4,0.0,0.0,1.0,1.0,1.6,bremejr01,2003-04
73,52,Jamison Brewer,PG,23,IND,13,1,12.3,1.0,2.7,0.371,0.4,1.1,0.357,0.6,1.6,0.381,0.443,0.1,0.5,0.167,0.2,0.7,0.8,1.3,0.5,0.0,0.8,0.7,2.5,breweja01,2003-04
74,53,Primož Brezec,C,24,IND,18,0,4.0,0.7,1.4,0.462,0.0,0.0,,0.7,1.4,0.462,0.462,0.2,0.3,0.667,0.3,0.6,0.8,0.2,0.0,0.2,0.3,0.7,1.6,brezepr01,2003-04
75,54,Damone Brown,PF,24,NJN,3,0,5.7,0.3,3.3,0.1,0.0,0.0,,0.3,3.3,0.1,0.1,0.3,0.7,0.5,1.0,0.7,1.7,0.0,0.7,0.0,0.3,0.7,1.0,brownda02,2003-04
76,55,Devin Brown,SG,25,SAS,58,0,10.8,1.5,3.4,0.434,0.1,0.2,0.286,1.4,3.1,0.445,0.444,1.0,1.3,0.811,0.7,1.6,2.2,0.6,0.3,0.1,0.7,1.1,4.0,brownde02,2003-04
77,56,Kedrick Brown,SF,22,TOT,55,26,17.6,2.1,4.6,0.461,0.7,1.8,0.384,1.4,2.8,0.51,0.535,0.3,0.5,0.63,0.7,1.9,2.7,1.2,0.5,0.1,0.5,1.5,5.3,brownke01,2003-04
78,56,Kedrick Brown,SF,22,BOS,21,10,19.4,2.1,4.7,0.455,0.6,1.5,0.375,1.6,3.2,0.493,0.515,0.4,0.6,0.615,0.9,2.4,3.2,1.2,0.8,0.1,0.6,1.8,5.2,brownke01,2003-04
79,56,Kedrick Brown,SF,22,CLE,34,16,16.5,2.1,4.6,0.465,0.8,2.0,0.388,1.4,2.6,0.523,0.548,0.3,0.4,0.643,0.7,1.6,2.3,1.1,0.4,0.1,0.5,1.2,5.3,brownke01,2003-04
80,57,Kwame Brown,PF,21,WAS,74,57,30.3,3.9,8.0,0.489,0.0,0.0,0.5,3.9,7.9,0.489,0.49,3.1,4.5,0.683,2.4,5.0,7.4,1.5,0.9,0.7,1.9,1.9,10.9,brownkw01,2003-04
81,58,P.J. Brown,PF,34,NOH,80,80,34.4,4.2,8.9,0.476,0.0,0.0,0.0,4.2,8.9,0.477,0.476,2.0,2.3,0.854,3.0,5.7,8.6,1.9,1.0,0.9,1.3,2.5,10.5,brownpj01,2003-04
82,59,Tierre Brown,PG,24,NOH,3,0,5.7,0.7,1.3,0.5,0.0,0.0,,0.7,1.3,0.5,0.5,0.7,1.3,0.5,0.0,0.3,0.3,0.7,0.0,0.0,2.3,0.3,2.0,brownti01,2003-04
83,60,Rick Brunson,PG,31,TOT,40,0,10.3,1.0,2.6,0.381,0.3,0.6,0.478,0.7,2.1,0.354,0.433,0.7,0.8,0.871,0.2,0.7,0.9,2.1,0.6,0.1,0.8,1.1,3.0,brunsri01,2003-04
84,60,Rick Brunson,PG,31,TOR,3,0,3.3,0.7,1.3,0.5,0.0,0.0,,0.7,1.3,0.5,0.5,0.0,0.0,,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,1.3,brunsri01,2003-04
85,60,Rick Brunson,PG,31,CHI,37,0,10.9,1.0,2.7,0.376,0.3,0.6,0.478,0.7,2.1,0.346,0.431,0.7,0.8,0.871,0.2,0.8,1.0,2.2,0.7,0.1,0.9,1.2,3.1,brunsri01,2003-04
86,61,Kobe Bryant*,SG,25,LAL,65,64,37.6,7.9,18.1,0.438,1.1,3.3,0.327,6.8,14.8,0.463,0.468,7.0,8.2,0.852,1.6,3.9,5.5,5.1,1.7,0.4,2.6,2.7,24.0,bryanko01,2003-04
87,62,Greg Buckner,SG,27,PHI,53,3,13.3,1.2,3.3,0.377,0.2,0.8,0.273,1.0,2.5,0.412,0.411,0.4,0.5,0.741,0.5,1.4,1.9,0.8,0.4,0.1,0.6,1.5,3.1,buckngr01,2003-04
88,63,Rodney Buford,SF,26,SAC,22,0,6.4,0.9,2.5,0.339,0.0,0.1,0.0,0.9,2.5,0.352,0.339,0.1,0.3,0.5,0.3,0.4,0.7,0.3,0.3,0.0,0.2,0.4,1.9,buforro01,2003-04
89,64,Caron Butler,SF,23,MIA,68,56,29.9,3.5,9.3,0.38,0.1,0.6,0.238,3.4,8.7,0.39,0.388,2.0,2.6,0.756,1.4,3.4,4.8,1.9,1.1,0.2,1.3,2.4,9.2,butleca01,2003-04
90,65,Mitchell Butler,SG,33,WAS,41,4,13.5,1.3,3.0,0.435,0.3,0.7,0.367,1.0,2.3,0.457,0.48,0.4,0.6,0.625,0.6,1.1,1.7,0.8,0.5,0.1,0.6,1.3,3.3,butlemi02,2003-04
91,66,Rasual Butler,SF,24,MIA,45,0,15.0,2.6,5.6,0.476,1.1,2.4,0.463,1.5,3.2,0.486,0.576,0.4,0.5,0.762,0.1,1.3,1.4,0.5,0.2,0.3,0.6,1.6,6.8,butlera01,2003-04
92,67,Žarko Čabarkapa,PF,22,PHO,49,4,11.6,1.7,4.0,0.411,0.1,0.7,0.188,1.5,3.4,0.455,0.426,0.7,1.1,0.66,0.5,1.5,2.0,0.8,0.2,0.3,1.1,1.5,4.1,cabarza01,2003-04
93,68,Marcus Camby,C,29,DEN,72,72,30.0,3.6,7.6,0.477,0.0,0.0,0.0,3.6,7.6,0.479,0.477,1.4,1.9,0.721,2.9,7.2,10.1,1.8,1.2,2.6,1.4,3.3,8.6,cambyma01,2003-04
94,69,Elden Campbell,C,35,DET,65,27,13.7,2.1,4.8,0.439,0.0,0.0,,2.1,4.8,0.439,0.439,1.3,1.9,0.685,0.8,2.4,3.2,0.7,0.3,0.8,1.0,2.1,5.6,campbel01,2003-04
95,70,Brian Cardinal,PF,26,GSW,76,11,21.5,2.9,6.1,0.472,0.7,1.6,0.444,2.2,4.5,0.482,0.531,3.1,3.6,0.878,1.3,2.9,4.2,1.4,0.9,0.3,1.1,2.7,9.6,cardibr01,2003-04
96,71,Matt Carroll,SG,23,TOT,16,0,4.4,0.4,1.0,0.438,0.1,0.2,0.333,0.4,0.8,0.462,0.469,0.3,0.4,0.667,0.1,0.3,0.4,0.1,0.1,0.0,0.4,0.5,1.2,carroma01,2003-04
97,71,Matt Carroll,SG,23,POR,13,0,3.7,0.4,0.8,0.455,0.1,0.2,0.333,0.3,0.6,0.5,0.5,0.2,0.2,1.0,0.0,0.2,0.2,0.1,0.0,0.0,0.2,0.2,1.0,carroma01,2003-04
98,71,Matt Carroll,SG,23,SAS,3,0,7.3,0.7,1.7,0.4,0.0,0.0,,0.7,1.7,0.4,0.4,0.7,1.3,0.5,0.3,0.7,1.0,0.3,0.3,0.0,1.3,1.7,2.0,carroma01,2003-04
99,72,Anthony Carter,PG,28,SAS,5,2,17.4,2.2,7.4,0.297,0.0,0.6,0.0,2.2,6.8,0.324,0.297,0.0,0.0,,0.4,1.8,2.2,2.4,0.8,0.0,2.4,1.8,4.4,cartean01,2003-04
100,73,Maurice Carter,SG,27,TOT,10,0,11.0,1.1,3.5,0.314,0.4,1.1,0.364,0.7,2.4,0.292,0.371,1.6,2.0,0.8,0.2,0.9,1.1,0.4,0.0,0.0,0.9,1.0,4.2,cartema01,2003-04
101,73,Maurice Carter,SG,27,LAL,4,0,12.5,1.3,3.5,0.357,0.3,0.8,0.333,1.0,2.8,0.364,0.393,2.8,3.0,0.917,0.0,0.8,0.8,0.5,0.0,0.0,1.5,1.3,5.5,cartema01,2003-04
102,73,Maurice Carter,SG,27,NOH,6,0,10.0,1.0,3.5,0.286,0.5,1.3,0.375,0.5,2.2,0.231,0.357,0.8,1.3,0.625,0.3,1.0,1.3,0.3,0.0,0.0,0.5,0.8,3.3,cartema01,2003-04
103,74,Vince Carter*,SG,27,TOR,73,73,38.2,8.3,20.0,0.417,1.3,3.3,0.383,7.1,16.6,0.424,0.449,4.6,5.7,0.806,1.3,3.5,4.8,4.8,1.2,0.9,3.1,2.9,22.5,cartevi01,2003-04
104,75,Sam Cassell,PG,34,MIN,81,81,35.0,7.7,15.7,0.488,0.9,2.3,0.398,6.7,13.4,0.504,0.517,3.6,4.1,0.873,0.5,2.8,3.3,7.3,1.3,0.2,2.7,3.0,19.8,cassesa01,2003-04
105,76,Kelvin Cato,PF,29,HOU,69,67,25.3,2.3,5.2,0.447,0.0,0.0,,2.3,5.2,0.447,0.447,1.4,2.1,0.676,2.2,4.6,6.8,1.0,0.8,1.4,1.2,2.9,6.1,catoke01,2003-04
106,77,Tyson Chandler,PF,21,CHI,35,8,22.3,1.9,4.5,0.424,0.0,0.0,0.0,1.9,4.5,0.427,0.424,2.3,3.4,0.669,2.3,5.4,7.7,0.7,0.5,1.2,1.1,2.5,6.1,chandty01,2003-04
107,78,Calbert Cheaney,SF,32,GSW,79,7,26.2,3.5,7.3,0.481,0.0,0.1,0.0,3.5,7.2,0.489,0.481,0.6,1.0,0.61,1.0,2.3,3.3,1.7,0.8,0.2,1.1,2.3,7.6,cheanca01,2003-04
