,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,Season
0,1,Shareef Abdur-Rahim,PF,28,POR,54,49,34.6,6.2,12.4,0.503,0.3,0.7,0.385,6.0,11.7,0.51,0.514,4.1,4.7,0.866,2.3,5.0,7.3,2.1,0.9,0.5,2.2,2.8,16.8,abdursh01,2004-05
1,2,Cory Alexander,SG,31,CHA,16,1,12.6,1.0,3.1,0.327,0.5,1.2,0.421,0.5,1.9,0.267,0.408,0.6,0.8,0.75,0.5,1.3,1.8,2.3,0.6,0.1,1.2,1.8,3.1,alexaco01,2004-05
2,3,Malik Allen,PF,26,TOT,36,1,14.4,2.3,4.9,0.475,0.0,0.0,,2.3,4.9,0.475,0.475,0.7,0.8,0.929,1.1,1.6,2.8,0.5,0.3,0.6,0.5,1.5,5.4,allenma01,2004-05
3,3,Malik Allen,PF,26,MIA,14,0,17.7,2.5,5.4,0.461,0.0,0.0,,2.5,5.4,0.461,0.461,0.9,1.0,0.929,1.7,2.0,3.7,0.8,0.3,0.8,0.8,2.1,5.9,allenma01,2004-05
4,3,Malik Allen,PF,26,CHA,22,1,12.3,2.2,4.6,0.485,0.0,0.0,,2.2,4.6,0.485,0.485,0.6,0.6,0.929,0.7,1.4,2.1,0.3,0.2,0.5,0.3,1.1,5.0,allenma01,2004-05
5,4,Ray Allen*,SG,29,SEA,78,78,39.3,8.2,19.2,0.428,2.7,7.1,0.376,5.5,12.0,0.459,0.498,4.8,5.5,0.883,1.0,3.4,4.4,3.7,1.1,0.1,2.2,2.1,23.9,allenra02,2004-05
6,5,Tony Allen,SG,23,BOS,77,34,16.4,2.4,5.0,0.475,0.2,0.4,0.387,2.2,4.6,0.483,0.491,1.5,2.0,0.737,1.1,1.8,2.9,0.8,1.0,0.3,1.0,2.0,6.4,allento01,2004-05
7,6,Rafer Alston,PG,28,TOR,80,78,34.0,5.0,12.2,0.414,1.7,4.9,0.357,3.3,7.3,0.451,0.485,2.4,3.2,0.74,0.5,3.0,3.5,6.4,1.5,0.1,2.1,2.7,14.2,alstora01,2004-05
8,7,Chris Andersen,C,26,NOH,67,2,21.3,2.9,5.3,0.534,0.0,0.0,0.0,2.9,5.3,0.538,0.534,2.0,2.8,0.689,2.0,4.1,6.1,1.1,0.2,1.5,1.0,2.1,7.7,anderch01,2004-05
9,8,Derek Anderson,SG,30,POR,47,32,26.4,3.2,8.3,0.389,1.2,3.2,0.384,2.0,5.1,0.392,0.463,1.5,1.9,0.805,0.5,2.2,2.7,3.0,0.8,0.1,1.5,1.9,9.2,anderde01,2004-05
10,9,Kenny Anderson,PG,34,TOT,43,20,17.3,2.0,4.7,0.423,0.1,0.3,0.462,1.8,4.4,0.42,0.438,0.6,0.9,0.73,0.6,1.5,2.0,2.4,0.8,0.0,1.1,2.0,4.7,anderke01,2004-05
11,9,Kenny Anderson,PG,34,ATL,39,20,18.4,2.1,4.9,0.426,0.2,0.3,0.462,1.9,4.5,0.424,0.442,0.7,0.9,0.73,0.6,1.5,2.1,2.5,0.8,0.0,1.2,2.1,5.0,anderke01,2004-05
12,9,Kenny Anderson,PG,34,LAC,4,0,6.5,1.0,2.8,0.364,0.0,0.0,,1.0,2.8,0.364,0.364,0.0,0.0,,0.3,1.0,1.3,1.3,0.0,0.0,0.8,1.5,2.0,anderke01,2004-05
13,10,Shandon Anderson,SF-SG,31,TOT,66,5,17.7,1.5,3.3,0.452,0.1,0.4,0.172,1.4,2.8,0.495,0.463,0.8,1.0,0.818,0.6,2.3,2.9,1.1,0.6,0.2,0.8,2.1,3.9,andersh01,2004-05
14,10,Shandon Anderson,SG,31,NYK,1,0,20.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,andersh01,2004-05
15,10,Shandon Anderson,SF,31,MIA,65,5,17.7,1.5,3.3,0.456,0.1,0.4,0.179,1.4,2.9,0.497,0.467,0.8,1.0,0.818,0.6,2.3,2.9,1.1,0.6,0.2,0.8,2.1,3.9,andersh01,2004-05
16,11,Carmelo Anthony,SF,20,DEN,75,75,34.8,7.1,16.4,0.431,0.6,2.1,0.266,6.5,14.3,0.455,0.448,6.1,7.6,0.796,1.9,3.8,5.7,2.6,0.9,0.4,3.0,3.1,20.8,anthoca01,2004-05
17,12,Rafael Araújo,C,24,TOR,59,41,12.5,1.3,3.0,0.434,0.0,0.1,0.333,1.3,2.9,0.436,0.437,0.7,0.9,0.782,1.0,2.1,3.1,0.3,0.4,0.1,0.9,2.7,3.3,araujra01,2004-05
18,13,Gilbert Arenas,PG,23,WAS,80,80,40.9,8.2,19.0,0.431,2.6,7.0,0.365,5.6,12.0,0.469,0.498,6.5,8.0,0.814,1.0,3.7,4.7,5.1,1.7,0.3,3.0,3.1,25.5,arenagi01,2004-05
19,14,Trevor Ariza,SF,19,NYK,80,12,17.3,2.2,4.9,0.442,0.0,0.2,0.231,2.1,4.7,0.449,0.446,1.5,2.2,0.695,1.1,1.9,3.0,1.1,0.9,0.2,0.9,1.9,5.9,arizatr01,2004-05
20,15,Darrell Armstrong,PG,36,TOT,66,16,15.0,1.3,4.2,0.321,0.4,1.7,0.252,0.9,2.5,0.367,0.372,0.9,1.0,0.853,0.5,1.2,1.7,2.7,0.7,0.1,1.0,1.4,4.0,armstda01,2004-05
21,15,Darrell Armstrong,PG,36,NOH,14,9,29.4,3.8,11.4,0.333,1.2,5.0,0.243,2.6,6.4,0.404,0.387,1.4,1.5,0.905,1.1,2.3,3.4,4.6,1.1,0.1,2.0,2.1,10.1,armstda01,2004-05
22,15,Darrell Armstrong,PG,36,DAL,52,7,11.1,0.7,2.3,0.305,0.2,0.8,0.268,0.5,1.5,0.325,0.352,0.8,0.9,0.83,0.4,0.9,1.3,2.2,0.6,0.1,0.8,1.2,2.3,armstda01,2004-05
23,16,Carlos Arroyo,PG,25,TOT,70,16,20.7,2.4,6.1,0.389,0.1,0.4,0.267,2.3,5.7,0.398,0.399,1.7,2.1,0.799,0.4,1.1,1.5,4.0,0.6,0.1,1.5,2.0,6.6,arroyca01,2004-05
24,16,Carlos Arroyo,PG,25,UTA,30,16,24.7,3.1,7.7,0.401,0.2,0.6,0.389,2.9,7.1,0.402,0.416,1.8,2.1,0.841,0.4,1.2,1.5,5.1,0.7,0.1,1.8,2.2,8.2,arroyca01,2004-05
25,16,Carlos Arroyo,PG,25,DET,40,0,17.7,1.9,4.9,0.376,0.0,0.3,0.083,1.8,4.6,0.395,0.378,1.7,2.2,0.767,0.4,1.1,1.5,3.2,0.6,0.0,1.3,1.9,5.4,arroyca01,2004-05
26,17,Chucky Atkins,PG,30,LAL,82,82,35.4,4.7,11.1,0.426,2.1,5.5,0.387,2.6,5.5,0.466,0.523,2.0,2.5,0.803,0.4,2.0,2.4,4.4,0.9,0.0,1.8,2.2,13.6,atkinch01,2004-05
27,18,Stacey Augmon,SF,36,ORL,55,7,12.1,1.2,3.0,0.407,0.0,0.0,,1.2,3.0,0.407,0.407,1.0,1.4,0.74,0.8,1.0,1.8,0.7,0.4,0.1,0.6,1.5,3.5,augmost01,2004-05
28,19,Maurice Baker,PG,25,TOT,5,0,3.8,0.0,0.2,0.0,0.0,0.0,,0.0,0.2,0.0,0.0,0.0,0.0,,0.2,0.2,0.4,0.2,0.2,0.0,0.2,0.6,0.0,bakerma01,2004-05
29,19,Maurice Baker,PG,25,LAC,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bakerma01,2004-05
