,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,Player-additional,Season
57,48,Don Collins,SG,23,WSB,79,1609,15.1,0.543,0.018,0.259,7.0,6.3,6.7,14.2,2.7,0.8,15.7,22.4,,0.9,2.5,3.4,0.101,,-0.3,1.6,1.3,1.3,collido02,1981-82
58,49,Darwin Cook,PG,23,NJN,82,2090,13.7,0.514,0.039,0.202,2.8,5.6,4.2,21.8,3.3,0.7,16.7,20.0,,0.7,3.2,3.9,0.089,,-0.9,1.6,0.7,1.4,cookda01,1981-82
59,50,Jeff Cook,PF,25,PHO,76,1298,10.2,0.469,0.006,0.374,9.8,15.7,12.8,10.0,1.4,1.0,16.1,15.8,,0.0,2.0,2.0,0.073,,-2.7,0.2,-2.5,-0.2,cookje01,1981-82
60,51,Joe Cooper,C,24,NJN,1,11,1.3,0.5,0.0,0.0,10.2,10.4,10.3,0.0,0.0,0.0,33.3,10.9,,0.0,0.0,0.0,-0.026,,-4.6,-0.2,-4.8,0.0,coopejo01,1981-82
61,52,Michael Cooper*,SG,25,LAL,76,2197,14.3,0.556,0.023,0.231,4.3,8.8,6.7,12.9,2.5,1.5,15.6,17.5,,2.4,2.6,5.0,0.109,,-0.3,1.2,0.9,1.6,coopemi01,1981-82
62,53,Wayne Cooper,C,25,DAL,76,1818,13.8,0.461,0.012,0.239,12.1,22.8,17.3,9.0,1.0,3.4,10.6,18.7,,0.9,1.9,2.9,0.076,,-1.8,-0.2,-2.0,0.0,coopewa01,1981-82
63,54,Hollis Copeland,SF,26,NYK,18,118,7.5,0.455,0.0,0.158,2.9,2.0,2.4,10.1,1.6,1.0,9.0,15.6,,0.0,0.1,0.1,0.029,,-3.8,-0.1,-4.0,-0.1,copelho01,1981-82
64,55,Dave Corzine,C,25,SAS,82,2189,14.9,0.561,0.006,0.329,10.3,20.5,15.4,7.6,0.7,3.2,15.8,16.0,,2.6,2.5,5.2,0.113,,-0.1,0.2,0.1,1.1,corzida01,1981-82
65,56,Charlie Criss,PG,33,TOT,55,1392,13.3,0.524,0.058,0.319,1.1,5.9,3.4,19.2,1.5,0.3,12.6,19.5,,1.6,0.4,2.1,0.072,,-0.2,-1.1,-1.3,0.2,crissch01,1981-82
66,56,Charlie Criss,PG,33,ATL,27,552,13.6,0.485,0.038,0.348,1.2,6.6,3.9,20.7,2.1,0.2,11.0,21.4,,0.4,0.6,1.0,0.089,,-0.8,0.3,-0.5,0.2,crissch01,1981-82
67,56,Charlie Criss,PG,33,SDC,28,840,13.1,0.552,0.073,0.299,1.0,5.4,3.1,18.1,1.2,0.3,13.8,18.3,,1.2,-0.2,1.1,0.061,,0.2,-2.1,-1.8,0.0,crissch01,1981-82
68,57,Geoff Crompton,C,26,MIL,35,203,3.6,0.363,0.0,0.469,5.9,16.9,11.6,7.6,1.4,3.4,30.6,11.3,,-0.4,0.4,0.0,-0.011,,-5.8,1.5,-4.3,-0.1,crompge01,1981-82
69,58,Pat Cummings,PF,25,MIL,78,1132,11.1,0.537,0.005,0.212,6.4,17.9,12.4,12.5,0.9,0.5,18.7,21.0,,0.1,1.7,1.8,0.078,,-3.5,-0.1,-3.6,-0.5,cummipa01,1981-82
70,59,Earl Cureton,PF,24,PHI,66,956,12.8,0.502,0.007,0.307,11.1,20.3,15.9,4.4,1.5,1.6,11.2,17.0,,0.6,1.5,2.1,0.103,,-2.1,-0.5,-2.6,-0.1,curetea01,1981-82
71,60,Bob Dandridge*,SF,34,MIL,11,174,5.2,0.416,0.0,0.309,2.7,8.3,5.6,9.7,1.4,0.7,15.0,17.4,,-0.2,0.2,0.0,0.003,,-4.5,-0.3,-4.8,-0.2,dandrbo01,1981-82
72,61,Adrian Dantley*,SF,26,UTA,81,3222,24.2,0.631,0.002,0.516,7.6,9.6,8.6,15.5,1.4,0.2,13.3,27.9,,11.9,0.7,12.6,0.187,,5.8,-1.7,4.1,5.0,dantlad01,1981-82
73,62,Brad Davis,PG,26,DAL,82,2614,14.5,0.569,0.064,0.298,1.5,8.6,4.9,27.5,1.4,0.1,15.4,16.2,,4.4,1.0,5.4,0.1,,0.6,-0.8,-0.2,1.2,davisbr01,1981-82
74,63,Charles Davis,SF,23,WSB,54,575,10.7,0.514,0.011,0.201,10.5,14.8,12.6,7.7,0.8,1.3,17.7,17.7,,0.0,0.8,0.9,0.072,,-2.9,0.3,-2.6,-0.1,davisch02,1981-82
75,64,Johnny Davis,SG,26,IND,82,2664,15.2,0.526,0.023,0.342,2.9,4.4,3.6,20.4,1.4,0.2,12.3,23.7,,3.0,2.1,5.1,0.091,,0.6,-1.1,-0.6,1.0,davisjo01,1981-82
76,65,Ron Davis,SF,27,SDC,7,67,6.6,0.416,0.0,0.24,12.1,11.0,11.6,8.0,0.0,0.0,15.3,19.8,,-0.1,0.0,-0.1,-0.066,,-3.6,-1.5,-5.2,-0.1,davisro01,1981-82
77,66,Walter Davis*,SF,27,PHO,55,1182,18.3,0.553,0.024,0.166,2.0,7.5,4.8,23.3,1.9,0.1,13.5,29.0,,1.2,1.4,2.7,0.109,,1.4,-0.6,0.8,0.8,daviswa03,1981-82
78,67,Darryl Dawkins,C,25,PHI,48,1124,15.0,0.601,0.005,0.447,7.1,22.8,15.3,6.7,0.8,2.8,17.9,19.8,,1.1,1.8,2.9,0.122,,-2.0,0.4,-1.6,0.1,dawkida01,1981-82
79,68,Larry Demic,PF,24,NYK,48,356,5.7,0.459,0.012,0.47,9.1,16.4,12.7,5.0,0.5,1.0,20.6,14.6,,-0.4,0.2,-0.1,-0.017,,-5.3,-1.2,-6.5,-0.4,demicla01,1981-82
80,69,Kenny Dennard,PF,23,KCK,30,607,11.1,0.541,0.0,0.331,8.5,16.3,12.3,8.6,2.7,0.8,20.2,11.7,,0.3,0.8,1.1,0.084,,-1.6,1.6,0.0,0.3,dennake01,1981-82
81,70,Coby Dietrick,C,33,CHI,74,999,10.8,0.496,0.005,0.27,7.5,13.6,10.7,11.5,2.4,1.7,16.4,11.2,,0.5,1.1,1.7,0.08,,-1.3,2.0,0.7,0.7,dietrco01,1981-82
82,71,Mickey Dillard,PG,23,CLE,33,221,7.0,0.41,0.051,0.291,2.9,4.9,3.8,21.1,1.8,0.5,16.0,19.8,,-0.3,0.0,-0.2,-0.051,,-4.9,-0.9,-5.8,-0.3,dillami01,1981-82
83,72,James Donaldson,C,24,SEA,82,1710,16.0,0.63,0.0,0.573,9.1,21.6,15.6,4.1,0.8,4.5,18.0,15.5,,2.2,3.4,5.6,0.156,,-0.5,1.7,1.2,1.4,donalja01,1981-82
84,73,John Douglas,SG,25,SDC,64,1031,12.1,0.515,0.152,0.262,3.0,7.5,5.2,19.6,2.2,0.5,17.5,20.8,,0.3,0.2,0.5,0.022,,-1.5,-1.1,-2.5,-0.1,dougljo01,1981-82
85,74,Leon Douglas,C,27,KCK,63,1093,6.5,0.491,0.0,0.571,11.1,18.9,14.9,3.8,0.6,2.0,23.9,8.6,,-0.1,1.1,1.0,0.044,,-4.2,0.0,-4.2,-0.6,douglle01,1981-82
86,75,John Drew,SF,27,ATL,70,2040,18.1,0.553,0.013,0.513,9.3,11.5,10.4,8.1,1.6,0.1,13.2,28.7,,3.2,2.4,5.5,0.13,,1.4,-1.1,0.3,1.2,drewjo01,1981-82
87,76,Larry Drew,PG,23,KCK,81,1973,15.3,0.52,0.036,0.25,1.7,7.0,4.2,29.3,2.6,0.0,17.2,21.0,,1.3,1.7,3.0,0.074,,0.4,-0.3,0.1,1.0,drewla01,1981-82
88,77,Terry Duerod,SG,25,BOS,21,146,12.5,0.438,0.013,0.156,4.6,6.6,5.7,11.9,1.0,0.4,2.4,23.1,,0.1,0.1,0.2,0.071,,-2.2,-0.7,-2.9,0.0,duerote01,1981-82
89,78,Mike Dunleavy,SG,27,HOU,70,1315,13.2,0.524,0.191,0.236,1.9,7.0,4.4,23.7,1.7,0.1,13.9,17.9,,1.8,0.7,2.6,0.093,,-0.5,-0.5,-1.0,0.3,dunlemi01,1981-82
90,79,T.R. Dunn,SG,26,DEN,82,2519,12.1,0.559,0.002,0.427,9.2,14.4,11.9,8.3,2.3,0.7,17.0,10.9,,2.9,1.1,4.0,0.076,,0.7,-0.1,0.6,1.7,dunntr01,1981-82
91,80,John Duren,PG,23,UTA,79,1056,7.0,0.478,0.041,0.138,1.4,7.3,4.3,18.2,0.9,0.2,20.2,13.5,,-0.3,0.0,-0.3,-0.013,,-4.0,-1.8,-5.8,-1.0,durenjo01,1981-82
92,81,Craig Dykema,SF,22,PHO,32,103,11.1,0.525,0.108,0.243,3.3,9.4,6.4,20.2,0.9,0.0,14.6,19.2,,0.1,0.1,0.2,0.095,,-3.3,-0.1,-3.4,0.0,dykemcr01,1981-82
93,82,Franklin Edwards,PG,22,PHI,42,291,13.7,0.463,0.06,0.18,4.0,6.3,5.2,22.5,2.6,1.0,12.9,26.6,,-0.1,0.4,0.2,0.041,,-2.4,-0.2,-2.7,0.0,edwarfr01,1981-82
94,83,James Edwards,C,26,CLE,77,2539,15.8,0.545,0.004,0.328,7.9,18.6,12.9,7.4,0.5,2.6,12.1,21.8,,3.0,1.3,4.3,0.08,,-0.4,-0.8,-1.2,0.5,edwarja01,1981-82
95,84,Len Elmore,C,29,NJN,81,2100,11.8,0.506,0.0,0.261,8.9,14.9,11.9,6.4,2.0,2.6,15.8,16.4,,0.5,3.6,4.1,0.094,,-2.2,1.4,-0.8,0.6,elmorle01,1981-82
96,85,Alex English*,SF,28,DEN,82,3015,22.2,0.596,0.005,0.285,7.7,12.0,9.9,19.9,1.3,2.0,13.0,25.3,,8.9,0.6,9.5,0.152,,4.9,-1.1,3.8,4.4,englial01,1981-82
97,86,Julius Erving*,SF,31,PHI,81,2789,25.9,0.593,0.008,0.377,9.3,13.0,11.2,18.1,2.8,2.9,11.4,28.1,,8.7,4.6,13.3,0.229,,6.0,1.7,7.7,6.8,ervinju01,1981-82
98,87,Mike Evans,PG,26,TOT,22,270,7.3,0.438,0.07,0.233,2.1,7.2,4.6,21.0,2.3,0.0,21.5,18.4,,-0.4,0.3,-0.1,-0.013,,-4.1,0.1,-4.0,-0.2,evansmi01,1981-82
99,87,Mike Evans,PG,26,MIL,14,196,7.2,0.498,0.039,0.235,1.8,5.1,3.5,14.5,2.2,0.0,21.0,15.0,,-0.1,0.2,0.2,0.041,,-3.9,0.4,-3.6,-0.1,evansmi01,1981-82
100,87,Mike Evans,PG,26,CLE,8,74,7.5,0.35,0.114,0.229,2.9,13.0,7.6,38.0,2.6,0.0,22.2,27.6,,-0.3,0.0,-0.2,-0.158,,-4.4,-0.8,-5.2,-0.1,evansmi01,1981-82
101,88,Eric Fernsten,C,28,BOS,43,202,8.1,0.458,0.0,0.612,6.7,16.0,11.5,4.8,1.2,1.9,17.3,14.9,,-0.1,0.3,0.2,0.047,,-3.6,0.4,-3.2,0.0,fernser01,1981-82
102,89,Chris Ford,SG,33,BOS,76,1591,7.8,0.458,0.14,0.124,3.7,3.8,3.7,11.1,1.2,0.3,9.9,13.3,,0.7,1.4,2.1,0.063,,-2.2,0.2,-2.0,0.0,fordch01,1981-82
103,90,Don Ford,SF,29,CLE,21,201,3.7,0.432,0.042,0.25,7.4,12.6,9.8,6.7,1.9,0.0,36.0,8.5,,-0.2,0.1,-0.1,-0.035,,-4.8,0.0,-4.8,-0.2,forddo01,1981-82
104,91,Phil Ford,PG,25,KCK,72,1952,11.4,0.494,0.049,0.256,1.3,4.8,3.0,30.4,1.5,0.0,21.2,19.2,,-0.2,1.1,0.9,0.021,,-1.0,-2.0,-3.0,-0.5,fordph01,1981-82
105,92,World B. Free,SG,28,GSW,78,2796,18.2,0.515,0.039,0.446,4.5,5.2,4.8,21.7,1.2,0.2,10.7,28.0,,5.6,1.3,6.9,0.118,,2.4,-1.9,0.5,1.8,freewo01,1981-82
106,93,Mike Gale,PG,31,GSW,75,1793,10.9,0.524,0.013,0.174,2.2,9.4,5.7,17.8,3.2,0.9,23.9,11.9,,0.3,2.1,2.4,0.063,,-2.0,2.3,0.4,1.1,galemi01,1981-82
107,94,Calvin Garrett,SF,25,HOU,51,858,8.4,0.454,0.041,0.107,3.4,8.9,6.1,11.6,1.8,0.4,13.0,13.9,,0.0,0.6,0.6,0.035,,-3.3,0.4,-3.0,-0.2,garreca01,1981-82
108,95,George Gervin*,SG,29,SAS,79,2817,24.2,0.562,0.018,0.323,5.2,9.7,7.5,11.4,1.3,0.9,8.5,35.0,,8.7,2.0,10.7,0.182,,5.4,-1.5,3.9,4.2,gervige01,1981-82
109,96,Artis Gilmore*,C,32,CHI,82,2796,22.4,0.702,0.001,0.659,9.5,23.7,16.9,7.5,0.8,4.3,17.4,19.6,,8.3,3.8,12.1,0.208,,3.0,1.3,4.3,4.4,gilmoar01,1981-82
110,97,Mike Glenn,SG,26,ATL,49,833,16.0,0.587,0.007,0.23,0.7,7.6,4.1,16.9,1.6,0.2,7.8,18.1,,2.0,0.8,2.8,0.161,,0.7,0.9,1.6,0.8,glennmi01,1981-82
111,98,Mike Gminski,C,22,NJN,64,740,15.3,0.52,0.0,0.437,10.6,17.9,14.2,7.7,1.1,3.8,14.8,20.4,,0.6,1.2,1.8,0.119,,-0.6,0.7,0.1,0.4,gminsmi01,1981-82
112,99,Glen Gondrezick,SF,26,DEN,80,1699,14.9,0.559,0.006,0.438,9.1,17.4,13.3,10.4,2.4,1.1,14.5,15.4,,2.6,1.0,3.6,0.102,,0.5,0.0,0.4,1.0,gondrgl01,1981-82
