,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,Player-additional,Season
10,9,Greg Anderson,C,32,SAS,82,1659,11.4,0.531,0.004,0.355,11.0,21.8,16.2,3.2,2.1,3.2,19.4,10.5,,0.7,1.5,2.2,0.064,,-3.6,0.1,-3.5,-0.6,andergr01,1996-97
11,10,Kenny Anderson,PG,26,POR,82,3081,19.5,0.54,0.322,0.383,3.6,10.2,7.0,31.7,2.8,0.4,12.7,22.2,,8.0,4.4,12.4,0.193,,3.2,1.2,4.4,5.0,anderke01,1996-97
12,11,Nick Anderson,SG,29,ORL,63,2163,13.8,0.494,0.559,0.13,3.5,13.2,8.2,14.5,3.0,1.1,10.1,18.2,,1.3,2.9,4.2,0.093,,0.2,1.6,1.8,2.1,anderni01,1996-97
13,12,Shandon Anderson,SG,23,UTA,65,1066,10.4,0.534,0.148,0.311,6.5,14.0,10.5,7.1,1.4,0.6,16.8,18.9,,0.1,1.2,1.2,0.056,,-2.3,-1.4,-3.6,-0.4,andersh01,1996-97
14,13,Willie Anderson,SG,30,MIA,28,303,12.6,0.57,0.297,0.313,6.0,10.4,8.2,18.2,2.5,1.0,20.7,14.2,,0.4,0.5,0.9,0.142,,-1.4,2.2,0.9,0.2,anderwi01,1996-97
15,14,Greg Anthony,PG,29,VAN,65,1863,16.6,0.526,0.469,0.351,1.5,10.0,5.7,36.1,3.8,0.2,18.1,17.8,,2.3,1.2,3.5,0.09,,0.9,0.5,1.5,1.6,anthogr01,1996-97
16,15,B.J. Armstrong,PG,29,GSW,49,1020,12.9,0.538,0.275,0.242,0.8,7.8,4.3,20.3,1.3,0.2,12.8,18.1,,1.4,-0.1,1.3,0.061,,-0.5,-1.8,-2.3,-0.1,armstbj01,1996-97
17,16,Darrell Armstrong,PG,28,ORL,67,1010,14.7,0.525,0.525,0.307,4.0,4.9,4.4,29.7,3.3,0.7,20.2,22.4,,0.7,1.1,1.8,0.085,,0.5,0.7,1.1,0.8,armstda01,1996-97
18,17,Vincent Askew,SG,30,TOT,43,838,9.7,0.532,0.129,0.473,3.6,10.2,7.0,17.3,1.1,0.6,17.0,14.9,,0.7,0.8,1.5,0.086,,-2.7,0.8,-1.9,0.0,askewvi01,1996-97
19,17,Vincent Askew,SG,30,NJN,1,7,-2.3,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.022,,-7.5,-1.6,-9.1,0.0,askewvi01,1996-97
20,17,Vincent Askew,SG,30,IND,41,822,9.9,0.528,0.131,0.47,3.7,10.4,7.1,17.7,1.1,0.6,16.0,14.8,,0.8,0.8,1.6,0.092,,-2.6,0.9,-1.7,0.1,askewvi01,1996-97
21,17,Vincent Askew,SG,30,DEN,1,9,0.9,0.773,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,50.8,39.1,,-0.1,0.0,-0.1,-0.393,,-8.9,-6.5,-15.3,0.0,askewvi01,1996-97
22,18,Keith Askins,SF,29,MIA,78,1773,9.1,0.557,0.539,0.182,5.9,12.2,9.1,6.7,1.6,0.8,14.6,10.7,,1.5,2.8,4.3,0.116,,-1.5,1.7,0.2,1.0,askinke01,1996-97
23,19,Stacey Augmon,SG,28,TOT,60,942,11.3,0.531,0.0,0.441,6.2,11.4,8.8,9.4,2.4,1.5,19.6,16.2,,0.2,1.3,1.5,0.076,,-2.6,1.5,-1.1,0.2,augmost01,1996-97
24,19,Stacey Augmon,SG,28,DET,20,292,9.6,0.473,0.0,0.532,6.1,14.6,10.4,8.5,1.9,2.8,22.1,20.7,,-0.4,0.4,0.0,0.003,,-4.4,1.1,-3.3,-0.1,augmost01,1996-97
25,19,Stacey Augmon,SG,28,POR,40,650,12.1,0.564,0.0,0.392,6.2,9.9,8.1,9.8,2.6,0.8,18.1,14.2,,0.6,0.9,1.5,0.109,,-1.8,1.6,-0.2,0.3,augmost01,1996-97
26,20,Isaac Austin,C,27,MIA,82,1881,14.2,0.536,0.005,0.354,8.7,21.2,15.1,9.9,1.3,1.8,17.9,22.5,,0.3,3.7,4.0,0.102,,-2.5,0.8,-1.7,0.1,austiis01,1996-97
27,21,Vin Baker,PF,25,MIL,78,3159,20.1,0.553,0.043,0.416,10.4,20.7,15.6,12.1,1.4,2.7,14.2,25.3,,4.9,3.4,8.3,0.127,,2.1,-0.1,2.0,3.2,bakervi01,1996-97
28,22,Charles Barkley*,PF,33,HOU,53,2009,23.0,0.581,0.296,0.6,12.9,27.7,20.7,20.6,1.8,0.9,14.7,23.2,,5.7,3.7,9.4,0.224,,4.5,1.2,5.7,3.9,barklch01,1996-97
29,23,Dana Barros,PG,29,BOS,24,708,14.0,0.552,0.415,0.17,0.8,7.6,3.9,18.6,1.8,0.6,12.5,18.8,,0.9,0.1,1.0,0.065,,1.6,-0.6,1.0,0.5,barroda01,1996-97
30,24,Brent Barry,SG,25,LAC,59,1094,15.0,0.526,0.456,0.245,3.1,8.9,5.9,23.1,2.5,1.1,15.3,20.3,,1.2,0.9,2.1,0.09,,0.6,-0.2,0.4,0.7,barrybr01,1996-97
31,25,Jon Barry,SG,27,ATL,58,965,13.2,0.535,0.504,0.187,3.3,8.8,6.1,19.7,3.2,0.2,18.1,15.9,,0.9,1.5,2.4,0.118,,-0.5,1.8,1.3,0.8,barryjo01,1996-97
32,26,Benoit Benjamin,C,32,TOR,4,44,8.9,0.472,0.0,0.333,7.8,16.5,12.0,3.7,1.2,0.0,12.7,16.0,,0.0,0.0,0.0,0.033,,-3.8,-1.6,-5.4,0.0,benjabe01,1996-97
33,27,Elmer Bennett,PG,26,TOT,9,75,5.8,0.47,0.474,0.526,0.0,6.0,3.1,22.3,2.8,0.0,29.9,20.0,,-0.2,0.0,-0.1,-0.075,,-6.7,-1.4,-8.1,-0.1,benneel01,1996-97
34,27,Elmer Bennett,PG,26,HOU,4,16,32.1,0.579,0.5,1.0,0.0,6.9,3.6,39.1,6.5,0.0,0.0,24.6,,0.1,0.0,0.1,0.436,,5.8,6.0,11.8,0.1,benneel01,1996-97
35,27,Elmer Bennett,PG,26,DEN,5,59,-1.3,0.407,0.462,0.308,0.0,5.7,2.9,17.8,1.8,0.0,40.4,18.7,,-0.3,0.0,-0.3,-0.213,,-10.1,-3.4,-13.5,-0.2,benneel01,1996-97
36,28,Travis Best,PG,24,IND,76,2064,13.3,0.533,0.25,0.318,2.1,7.4,4.8,26.4,2.6,0.2,17.8,19.3,,1.8,2.3,4.1,0.096,,-0.9,0.9,0.0,1.0,besttr01,1996-97
37,29,Mookie Blaylock,PG,29,ATL,78,3056,20.4,0.548,0.521,0.15,4.6,11.4,8.1,27.7,3.8,0.5,13.0,21.9,,7.0,5.6,12.5,0.197,,4.3,2.4,6.8,6.8,blaylmo01,1996-97
38,30,Corie Blount,PF,28,LAL,58,1009,11.9,0.559,0.017,0.464,12.9,18.3,15.6,5.2,1.1,2.0,18.8,11.8,,1.1,1.4,2.5,0.117,,-2.2,0.1,-2.1,0.0,blounco01,1996-97
39,31,Muggsy Bogues,PG,32,CHH,65,1880,15.7,0.554,0.325,0.144,1.7,7.2,4.5,38.6,2.4,0.1,18.6,14.5,,3.9,1.1,5.0,0.127,,1.9,-0.4,1.5,1.6,boguemu01,1996-97
40,32,Dexter Boney,SG,26,PHO,8,48,10.2,0.422,0.316,0.421,7.3,7.2,7.3,0.0,2.1,1.5,4.3,22.1,,0.0,0.0,0.0,0.013,,-4.0,-2.1,-6.1,0.0,boneyde01,1996-97
41,33,Melvin Booker,PG,24,TOT,21,430,8.8,0.536,0.352,0.19,1.9,6.1,4.0,19.1,0.4,0.4,19.2,14.6,,0.3,-0.1,0.1,0.014,,-2.0,-1.8,-3.7,-0.2,bookeme01,1996-97
42,33,Melvin Booker,PG,24,DEN,5,21,-5.1,0.625,0.5,0.0,0.0,5.4,2.7,22.3,0.0,0.0,63.6,23.4,,-0.2,0.0,-0.2,-0.38,,-9.2,-7.6,-16.9,-0.1,bookeme01,1996-97
43,33,Melvin Booker,PG,24,GSW,16,409,9.5,0.533,0.347,0.198,2.0,6.1,4.1,18.9,0.4,0.4,15.4,14.1,,0.4,-0.1,0.3,0.034,,-1.6,-1.5,-3.1,-0.1,bookeme01,1996-97
44,34,Bruce Bowen,SF,25,MIA,1,1,37.7,,,,0.0,0.0,0.0,0.0,0.0,77.8,,0.0,,0.0,0.0,0.0,0.321,,36.8,60.7,97.4,0.0,bowenbr01,1996-97
45,35,Donnie Boyce,SG,23,ATL,22,154,7.0,0.378,0.254,0.349,5.5,6.1,5.8,14.7,3.6,2.0,18.0,27.2,,-0.5,0.3,-0.3,-0.081,,-6.8,0.5,-6.3,-0.2,boycedo01,1996-97
46,36,Shawn Bradley,C,24,TOT,73,2288,16.5,0.478,0.009,0.252,10.4,19.8,14.9,4.2,0.9,8.3,11.8,22.1,,0.0,3.0,3.0,0.062,,-1.9,0.8,-1.1,0.5,bradlsh01,1996-97
47,36,Shawn Bradley,C,24,NJN,40,1228,16.3,0.47,0.011,0.268,9.8,19.4,14.3,2.7,1.0,9.8,11.2,19.9,,0.2,1.6,1.8,0.071,,-1.9,1.2,-0.6,0.4,bradlsh01,1996-97
48,36,Shawn Bradley,C,24,DAL,33,1060,16.7,0.486,0.007,0.236,11.1,20.4,15.7,5.9,0.9,6.5,12.4,24.5,,-0.2,1.3,1.2,0.052,,-1.8,0.2,-1.6,0.1,bradlsh01,1996-97
49,37,Mark Bradtke,C,28,PHI,36,251,9.6,0.463,0.0,0.224,11.0,18.7,14.8,4.2,1.0,1.4,12.4,12.2,,0.1,0.1,0.2,0.044,,-3.5,-1.1,-4.6,-0.2,bradtma01,1996-97
50,38,Terrell Brandon,PG,26,CLE,78,2868,21.5,0.526,0.206,0.226,2.1,11.7,6.8,35.6,2.8,0.9,11.0,28.3,,6.2,4.7,10.8,0.181,,4.2,1.5,5.6,5.5,brandte01,1996-97
51,39,Frank Brickowski,PF,37,BOS,17,255,6.9,0.512,0.274,0.192,2.5,13.7,7.7,9.1,1.0,1.2,19.4,16.5,,-0.2,0.1,-0.1,-0.02,,-4.8,-0.8,-5.6,-0.2,brickfr01,1996-97
52,40,Scott Brooks,PG,31,NYK,38,251,11.0,0.625,0.308,0.385,3.0,5.5,4.3,17.8,4.4,0.0,27.2,11.5,,0.2,0.5,0.7,0.136,,-3.0,4.5,1.5,0.2,brooksc01,1996-97
53,41,Chucky Brown,SF,28,TOT,70,757,11.3,0.552,0.039,0.455,6.6,17.1,11.9,5.7,0.6,2.2,9.3,12.4,,1.0,0.6,1.6,0.101,,-1.6,0.0,-1.6,0.1,brownch01,1996-97
54,41,Chucky Brown,SF,28,PHO,10,83,11.6,0.551,0.0,0.423,4.3,18.2,11.3,7.6,0.0,1.8,11.5,18.9,,0.1,0.0,0.1,0.075,,-3.1,-0.4,-3.5,0.0,brownch01,1996-97
55,41,Chucky Brown,SF,28,MIL,60,674,11.3,0.552,0.047,0.461,6.9,17.0,12.0,5.4,0.7,2.2,8.9,11.6,,0.9,0.5,1.5,0.104,,-1.4,0.1,-1.4,0.1,brownch01,1996-97
56,42,Dee Brown,PG,28,BOS,21,522,11.3,0.455,0.392,0.133,1.6,9.6,5.3,19.6,3.0,1.0,12.0,16.4,,0.1,0.3,0.3,0.03,,-1.7,0.7,-1.0,0.1,brownde01,1996-97
57,43,Marcus Brown,PG,22,POR,21,184,12.9,0.523,0.457,0.271,2.7,6.9,4.8,18.0,2.3,0.8,14.2,22.4,,0.2,0.2,0.4,0.105,,-0.9,0.0,-1.0,0.0,brownma01,1996-97
58,44,Mike Brown,C,33,PHO,6,83,11.1,0.488,0.0,0.833,12.8,22.4,17.6,8.2,0.6,0.9,10.9,10.0,,0.1,0.1,0.2,0.107,,-1.3,-1.4,-2.7,0.0,brownmi01,1996-97
59,45,P.J. Brown,PF,27,MIA,80,2592,13.8,0.505,0.003,0.335,11.1,19.4,15.3,5.9,1.8,2.9,13.1,15.7,,2.1,5.4,7.5,0.139,,-1.5,1.6,0.1,1.3,brownpj01,1996-97
60,46,Randy Brown,PG,28,CHI,72,1057,13.0,0.461,0.066,0.252,3.7,8.1,5.9,18.0,4.1,1.2,13.6,18.1,,0.4,2.0,2.4,0.107,,-3.0,3.0,0.0,0.5,brownra02,1996-97
61,47,Kobe Bryant*,SF,18,LAL,71,1103,14.4,0.544,0.322,0.393,4.9,8.7,6.8,13.8,2.3,1.6,18.5,24.7,,0.5,1.3,1.8,0.079,,-0.2,0.1,-0.1,0.5,bryanko01,1996-97
62,48,Mark Bryant,PF,31,PHO,41,1018,13.3,0.589,0.0,0.393,7.7,16.5,12.2,7.2,1.1,0.4,12.5,16.3,,1.6,0.7,2.3,0.109,,-1.3,-1.0,-2.3,-0.1,bryanma01,1996-97
63,49,Jud Buechler,SF,28,CHI,76,703,9.8,0.423,0.342,0.089,7.3,12.8,10.1,11.4,1.7,2.2,14.1,12.1,,0.1,1.1,1.2,0.082,,-1.7,0.9,-0.9,0.2,buechju01,1996-97
64,50,Matt Bullard,PF,29,HOU,71,1025,10.3,0.535,0.644,0.12,1.5,11.2,6.6,10.0,1.1,1.3,11.3,15.0,,0.7,1.0,1.7,0.08,,-0.4,0.1,-0.3,0.4,bullama01,1996-97
65,51,Scott Burrell,SF,26,TOT,57,939,10.3,0.483,0.428,0.28,6.4,13.7,10.1,12.1,1.6,1.5,14.8,17.4,,0.3,0.5,0.8,0.042,,-1.7,-0.1,-1.8,0.1,burresc01,1996-97
66,51,Scott Burrell,SF,26,CHH,28,482,10.9,0.489,0.42,0.405,6.2,13.4,9.9,12.2,1.6,1.7,13.9,17.5,,0.3,0.4,0.6,0.065,,-1.6,0.2,-1.4,0.1,burresc01,1996-97
67,51,Scott Burrell,SF,26,GSW,29,457,9.6,0.476,0.436,0.164,6.5,14.1,10.3,12.0,1.6,1.3,15.7,17.4,,0.0,0.2,0.2,0.017,,-1.9,-0.4,-2.2,0.0,burresc01,1996-97
68,52,Willie Burton,SF,28,ATL,24,380,8.6,0.507,0.397,0.586,3.5,9.2,6.4,4.8,1.2,0.6,15.1,21.3,,0.1,0.4,0.5,0.06,,-4.2,-0.5,-4.7,-0.3,burtowi01,1996-97
69,53,Mitchell Butler,SG,26,POR,49,465,9.0,0.503,0.312,0.4,5.0,8.4,6.8,10.0,1.5,0.3,15.5,16.9,,0.1,0.5,0.6,0.063,,-3.0,0.1,-2.9,-0.1,butlemi02,1996-97
70,54,Jason Caffey,PF,23,CHI,75,1405,14.3,0.574,0.003,0.548,11.0,13.1,12.1,9.3,0.9,0.5,16.9,18.3,,2.2,1.7,3.9,0.134,,-1.2,-1.2,-2.5,-0.2,caffeja01,1996-97
71,55,Michael Cage,C,35,PHI,82,1247,10.3,0.475,0.0,0.291,9.6,18.6,14.0,4.9,1.9,2.4,9.7,6.0,,1.0,1.0,2.0,0.078,,-1.8,1.0,-0.8,0.4,cagemi01,1996-97
72,56,Adrian Caldwell,PF,30,TOT,45,569,7.5,0.443,0.022,0.543,10.7,21.6,16.0,3.1,1.4,1.0,19.7,10.6,,-0.2,0.4,0.2,0.016,,-5.6,-1.3,-6.9,-0.7,caldwad01,1996-97
73,56,Adrian Caldwell,PF,30,NJN,18,204,5.1,0.341,0.057,0.486,10.0,20.3,14.8,3.5,2.0,0.4,22.0,11.4,,-0.3,0.2,-0.1,-0.03,,-6.9,-0.7,-7.6,-0.3,caldwad01,1996-97
74,56,Adrian Caldwell,PF,30,PHI,27,365,8.8,0.503,0.0,0.579,11.1,22.3,16.6,2.8,1.1,1.4,18.3,10.1,,0.1,0.3,0.3,0.041,,-4.8,-1.6,-6.5,-0.4,caldwad01,1996-97
75,57,Marcus Camby,C,22,TOR,63,1897,17.8,0.523,0.018,0.339,7.9,16.7,12.2,9.6,1.8,5.5,13.0,24.3,,1.4,2.3,3.7,0.095,,-0.7,0.6,-0.1,0.9,cambyma01,1996-97
76,58,Elden Campbell,PF,28,LAL,77,2516,16.8,0.52,0.004,0.393,9.5,18.3,14.0,8.6,1.0,3.5,10.5,22.0,,3.4,3.6,7.0,0.134,,-0.6,0.0,-0.6,0.8,campbel01,1996-97
77,59,Antoine Carr,PF,35,UTA,82,1460,12.1,0.522,0.006,0.243,5.5,10.9,8.3,8.2,0.9,3.6,11.5,20.8,,0.8,1.6,2.4,0.079,,-2.8,-0.3,-3.1,-0.4,carran01,1996-97
78,60,Chris Carr,SG,22,MIN,55,830,13.3,0.556,0.325,0.269,4.4,11.6,8.0,9.8,1.5,0.9,10.9,18.8,,1.0,0.6,1.7,0.096,,-0.6,-0.3,-0.9,0.2,carrch01,1996-97
79,61,Jimmy Carruth,PF,27,MIL,4,21,9.7,0.727,0.0,0.333,0.0,23.2,11.7,0.0,0.0,7.1,22.5,9.8,,0.0,0.0,0.0,0.09,,-6.1,3.1,-3.0,0.0,carruji01,1996-97
80,62,Sam Cassell,PG,27,TOT,61,1714,18.4,0.541,0.295,0.321,3.0,9.1,6.0,31.8,2.3,0.8,15.8,27.3,,2.7,1.1,3.9,0.108,,2.2,0.0,2.2,1.8,cassesa01,1996-97
81,62,Sam Cassell,PG,27,PHO,22,539,18.3,0.55,0.257,0.515,2.6,8.2,5.4,30.3,2.2,0.8,16.9,29.7,,0.8,0.4,1.2,0.103,,2.2,0.1,2.3,0.6,cassesa01,1996-97
82,62,Sam Cassell,PG,27,DAL,16,398,15.8,0.527,0.297,0.303,4.0,10.7,7.3,26.8,2.3,1.2,18.0,26.3,,0.2,0.3,0.5,0.062,,-0.1,-0.3,-0.4,0.2,cassesa01,1996-97
83,62,Sam Cassell,PG,27,NJN,23,777,19.7,0.542,0.318,0.204,2.8,9.0,5.7,35.4,2.5,0.7,14.0,26.2,,1.8,0.4,2.2,0.136,,3.5,0.1,3.6,1.1,cassesa01,1996-97
84,63,Duane Causwell,C,28,SAC,46,581,8.9,0.535,0.032,0.394,11.3,14.2,12.7,5.1,1.4,4.9,23.6,11.1,,0.1,0.6,0.7,0.06,,-5.2,1.6,-3.6,-0.2,causwdu01,1996-97
85,64,Cedric Ceballos,SF,27,TOT,50,1426,16.2,0.522,0.165,0.301,8.4,18.5,13.5,7.6,1.2,1.2,10.8,24.7,,1.1,1.3,2.4,0.082,,-0.1,-1.7,-1.8,0.1,cebalce01,1996-97
86,64,Cedric Ceballos,SF,27,LAL,8,279,9.7,0.48,0.253,0.181,4.5,17.0,10.8,8.5,0.9,1.6,15.9,17.1,,-0.1,0.3,0.2,0.041,,-2.0,0.5,-1.5,0.0,cebalce01,1996-97
87,64,Cedric Ceballos,SF,27,PHO,42,1147,17.7,0.528,0.152,0.32,9.3,18.8,14.1,7.4,1.3,1.1,10.0,26.6,,1.2,1.0,2.2,0.092,,0.4,-2.3,-1.9,0.0,cebalce01,1996-97
88,65,Tom Chambers,PF,37,CHH,12,83,-3.9,0.29,0.097,0.129,4.5,15.6,10.2,7.2,0.7,0.0,21.6,23.7,,-0.5,0.0,-0.4,-0.239,,-12.0,-4.9,-16.9,-0.3,chambto01,1996-97
89,66,Rex Chapman,SG,29,PHO,65,1833,15.2,0.551,0.419,0.199,1.6,9.9,5.8,16.3,1.5,0.3,10.5,22.4,,2.4,0.9,3.3,0.086,,1.3,-1.0,0.2,1.0,chapmre01,1996-97
90,67,Calbert Cheaney,SG,25,WSB,79,2411,11.1,0.53,0.041,0.188,3.4,9.5,6.5,7.2,1.7,0.6,10.6,16.5,,1.6,2.2,3.9,0.077,,-2.6,0.1,-2.5,-0.3,cheanca01,1996-97
91,68,Pete Chilcutt,PF,28,VAN,54,662,14.5,0.521,0.418,0.133,11.6,15.8,13.7,11.8,2.1,2.0,13.8,14.2,,0.7,0.4,1.1,0.08,,0.7,-0.5,0.2,0.4,chilcpe01,1996-97
92,69,Randolph Childress,PG,24,TOT,23,155,4.5,0.448,0.475,0.2,0.8,3.8,2.3,16.6,3.1,0.0,29.3,18.3,,-0.4,0.2,-0.2,-0.054,,-6.4,0.2,-6.2,-0.2,childra01,1996-97
93,69,Randolph Childress,PG,24,POR,19,125,5.0,0.433,0.533,0.267,1.0,3.7,2.4,17.8,3.0,0.0,27.9,16.8,,-0.2,0.1,-0.1,-0.034,,-5.7,0.5,-5.3,-0.1,childra01,1996-97
94,69,Randolph Childress,PG,24,DET,4,30,2.4,0.5,0.3,0.0,0.0,4.1,2.1,11.5,3.8,0.0,33.3,24.7,,-0.1,0.0,-0.1,-0.137,,-8.9,-0.8,-9.8,-0.1,childra01,1996-97
95,70,Chris Childs,PG,29,NYK,65,2076,11.2,0.526,0.355,0.292,1.3,9.4,5.5,30.7,2.0,0.4,23.8,16.8,,0.8,3.2,3.9,0.091,,-1.4,1.0,-0.3,0.9,childch01,1996-97
96,71,Doug Christie,SG,26,TOR,81,3127,15.1,0.543,0.404,0.322,3.1,13.4,8.1,16.7,3.4,1.1,15.6,18.4,,3.3,3.6,7.0,0.107,,0.0,1.7,1.7,2.9,chrisdo01,1996-97
97,72,Derrick Coleman,PF,29,PHI,57,2102,17.3,0.518,0.142,0.437,7.9,22.1,14.9,15.7,1.2,2.6,15.6,23.7,,1.8,1.6,3.3,0.076,,0.8,-0.1,0.7,1.5,colemde01,1996-97
98,73,Bimbo Coles,PG,28,GSW,51,1183,9.5,0.463,0.325,0.156,3.9,7.9,5.9,19.4,1.5,0.5,15.0,14.9,,0.4,0.0,0.5,0.019,,-2.0,-1.2,-3.2,-0.3,colesbi01,1996-97
99,74,Marty Conlon,C,29,BOS,74,1614,12.8,0.542,0.022,0.377,8.5,15.1,11.5,10.1,1.4,0.8,17.1,17.0,,1.3,0.5,1.8,0.053,,-1.5,-1.6,-3.1,-0.5,conloma01,1996-97
100,75,Tyrone Corbin,SF,34,ATL,70,2305,11.0,0.514,0.347,0.18,4.0,11.0,7.6,9.0,2.2,0.2,11.6,15.0,,1.8,3.1,5.0,0.104,,-1.4,1.0,-0.4,1.0,corbity01,1996-97
101,76,Joe Courtney,PF,27,TOT,9,100,3.8,0.388,0.0,0.167,10.0,8.2,9.1,0.0,0.0,0.0,8.5,15.7,,-0.1,0.0,-0.1,-0.059,,-6.1,-4.8,-10.9,-0.2,courtjo01,1996-97
102,76,Joe Courtney,PF,27,PHI,4,52,5.1,0.429,0.0,0.0,10.2,8.6,9.4,0.0,0.0,0.0,6.7,12.2,,0.0,0.0,0.0,-0.007,,-5.7,-4.6,-10.3,-0.1,courtjo01,1996-97
103,76,Joe Courtney,PF,27,SAS,5,48,2.4,0.357,0.0,0.313,9.7,7.8,8.7,0.0,0.0,0.0,9.9,19.6,,-0.1,0.0,-0.1,-0.115,,-6.6,-4.9,-11.6,-0.1,courtjo01,1996-97
104,77,John Crotty,PG,27,MIA,48,659,14.3,0.637,0.318,0.416,2.8,5.7,4.2,26.1,1.5,0.0,18.7,16.0,,1.6,0.8,2.4,0.176,,-0.2,0.3,0.1,0.3,crottjo01,1996-97
105,78,Terry Cummings,PF,35,SEA,45,828,15.2,0.521,0.016,0.257,10.2,16.4,13.3,8.3,2.1,0.7,11.2,22.1,,0.9,1.2,2.1,0.121,,-1.3,-0.7,-2.0,0.0,cummite01,1996-97
106,79,Earl Cureton,PF,39,TOR,9,46,4.9,0.376,0.0,0.375,9.9,13.1,11.5,13.1,0.0,0.0,9.7,10.0,,0.0,0.0,0.0,0.026,,-5.0,-0.9,-5.9,0.0,curetea01,1996-97
107,80,Dell Curry,SG,32,CHH,68,2078,15.0,0.561,0.354,0.17,2.4,9.7,6.1,10.0,1.6,0.5,9.4,22.5,,2.8,1.0,3.8,0.089,,1.2,-1.2,0.0,1.0,curryde01,1996-97
108,81,Michael Curry,SG,28,DET,81,1217,10.4,0.592,0.348,0.489,2.4,9.6,6.1,5.6,1.4,0.8,9.4,12.1,,2.0,1.2,3.2,0.126,,-1.7,0.8,-0.9,0.3,currymi01,1996-97
109,82,Erick Dampier,C,21,IND,72,1052,11.8,0.451,0.003,0.5,11.1,22.1,16.7,6.9,1.0,5.6,17.0,21.7,,-1.0,1.9,0.9,0.04,,-4.4,0.7,-3.7,-0.4,dampier01,1996-97
110,83,Lloyd Daniels,SG,29,TOT,22,310,8.3,0.403,0.588,0.05,6.3,8.9,7.6,13.1,1.7,0.7,10.3,18.8,,-0.1,0.1,0.0,0.001,,-2.0,-1.5,-3.5,-0.1,daniell01,1996-97
111,83,Lloyd Daniels,SG,29,SAC,5,28,-10.5,0.188,0.688,0.0,4.1,12.6,8.3,5.2,1.9,0.0,15.8,30.4,,-0.3,0.0,-0.2,-0.398,,-13.9,-5.2,-19.2,-0.1,daniell01,1996-97
112,83,Lloyd Daniels,SG,29,NJN,17,282,10.1,0.435,0.573,0.058,6.5,8.6,7.5,13.9,1.7,0.8,9.4,17.6,,0.1,0.1,0.2,0.041,,-0.9,-1.1,-2.0,0.0,daniell01,1996-97
