,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,Player-additional,Season
10,9,Derek Anderson,SG,26,SAS,82,2859,17.1,0.542,0.255,0.405,3.1,10.9,7.2,18.1,2.2,0.3,12.4,21.9,,5.6,4.3,9.9,0.166,,1.2,1.2,2.4,3.2,anderde01,2000-01
11,10,Kenny Anderson,PG,30,BOS,33,849,12.2,0.476,0.145,0.313,2.1,8.2,5.0,26.5,2.7,0.2,16.8,16.6,,0.4,0.7,1.1,0.063,,-1.9,-0.1,-2.0,0.0,anderke01,2000-01
12,11,Nick Anderson,SG,33,SAC,21,169,6.4,0.333,0.684,0.0,2.0,13.7,8.0,11.0,3.0,1.6,10.9,16.7,,-0.3,0.3,0.0,-0.011,,-4.6,1.4,-3.2,-0.1,anderni01,2000-01
13,12,Shandon Anderson,SG,27,HOU,82,2396,11.9,0.528,0.288,0.319,3.6,12.3,8.0,12.5,1.8,1.2,16.3,15.4,,1.9,2.0,3.9,0.078,,-1.1,0.7,-0.4,0.9,andersh01,2000-01
14,13,Greg Anthony,PG,33,POR,58,856,12.0,0.525,0.628,0.138,3.0,5.4,4.3,14.8,2.5,0.3,13.8,16.9,,0.9,0.7,1.6,0.09,,0.0,0.1,0.1,0.5,anthogr01,2000-01
15,14,Darrell Armstrong,PG,32,ORL,75,2767,18.6,0.535,0.402,0.249,3.7,10.2,6.9,31.3,2.5,0.3,15.2,21.0,,5.8,2.9,8.7,0.151,,3.2,0.1,3.3,3.6,armstda01,2000-01
16,15,Chucky Atkins,PG,26,DET,81,2363,12.2,0.481,0.356,0.137,1.2,6.7,3.9,24.3,1.4,0.1,12.9,21.2,,1.2,1.6,2.8,0.057,,-0.6,-1.0,-1.6,0.3,atkinch01,2000-01
17,16,Stacey Augmon,SG,32,POR,66,1182,12.3,0.511,0.015,0.327,6.3,9.7,8.0,12.7,2.2,1.3,13.6,13.9,,1.3,1.2,2.5,0.102,,-1.1,1.3,0.2,0.7,augmost01,2000-01
18,17,Isaac Austin,C,31,VAN,52,845,8.3,0.393,0.089,0.148,6.8,23.1,15.0,11.2,1.2,1.9,15.8,18.5,,-1.3,0.9,-0.5,-0.026,,-4.4,0.1,-4.3,-0.5,austiis01,2000-01
19,18,William Avery,PG,21,MIN,55,463,9.0,0.482,0.41,0.25,1.2,6.0,3.6,24.0,1.5,0.6,22.0,20.0,,-0.2,0.2,0.0,-0.003,,-2.6,-2.0,-4.6,-0.3,averywi01,2000-01
20,19,Dalibor Bagarić,C,20,CHI,35,259,3.3,0.304,0.015,0.431,9.7,16.2,12.8,6.2,1.9,4.6,21.4,17.6,,-0.9,0.2,-0.7,-0.121,,-8.9,-1.2,-10.0,-0.5,bagarda01,2000-01
21,20,Vin Baker,PF,29,SEA,76,2129,13.0,0.481,0.019,0.391,9.7,13.5,11.6,7.0,0.9,2.5,14.1,23.8,,0.6,1.2,1.8,0.04,,-2.4,-1.8,-4.2,-1.2,bakervi01,2000-01
22,21,Erick Barkley,PG,22,POR,8,38,10.3,0.432,0.364,0.0,0.0,9.1,4.7,28.8,2.8,0.0,18.5,33.0,,-0.1,0.0,-0.1,-0.075,,-4.6,-3.2,-7.7,-0.1,barkler01,2000-01
23,22,Dana Barros,PG,33,DET,60,1079,14.3,0.534,0.255,0.194,0.6,8.9,4.7,18.0,1.4,0.1,11.8,20.4,,1.4,0.8,2.3,0.101,,0.1,-0.4,-0.3,0.5,barroda01,2000-01
24,23,Brent Barry,SG,29,SEA,67,1778,16.6,0.66,0.571,0.257,2.1,11.4,6.8,19.4,2.4,0.6,16.2,13.5,,4.6,1.2,5.8,0.157,,2.3,0.9,3.3,2.4,barrybr01,2000-01
25,24,Jon Barry,SG,31,SAC,62,1010,12.4,0.55,0.518,0.286,1.8,8.1,5.0,19.0,1.4,0.4,15.6,14.9,,1.5,0.9,2.4,0.114,,-0.1,0.1,0.1,0.5,barryjo01,2000-01
26,25,Tony Battie,C,24,BOS,40,845,15.2,0.562,0.015,0.343,9.7,23.1,16.1,3.3,1.7,5.4,13.8,14.4,,1.0,1.3,2.3,0.131,,-1.7,1.0,-0.7,0.3,battito01,2000-01
27,26,Raja Bell,SG,24,PHI,5,30,-0.6,0.357,0.429,0.0,0.0,3.7,1.9,0.0,1.8,0.0,22.2,13.6,,-0.1,0.0,-0.1,-0.091,,-7.2,-2.2,-9.4,-0.1,bellra01,2000-01
28,27,Jonathan Bender,SF,20,IND,59,574,7.6,0.447,0.22,0.366,2.9,11.5,7.3,9.4,0.7,3.5,16.3,21.0,,-0.7,0.5,-0.1,-0.012,,-4.4,-0.3,-4.7,-0.4,bendejo01,2000-01
29,28,Corey Benjamin,PG,22,CHI,65,857,8.8,0.453,0.268,0.275,5.1,8.9,6.9,14.6,1.8,1.4,15.7,21.8,,-0.8,0.3,-0.5,-0.028,,-3.5,-1.6,-5.1,-0.7,benjaco01,2000-01
30,29,David Benoit,SF,32,UTA,49,446,11.1,0.542,0.088,0.265,5.7,16.6,11.3,8.4,0.7,1.1,14.6,19.8,,0.4,0.4,0.7,0.08,,-2.8,-1.2,-4.0,-0.2,benoida01,2000-01
31,30,Travis Best,PG,28,IND,77,2457,16.7,0.517,0.123,0.287,1.8,8.2,5.1,34.0,2.4,0.3,12.5,19.3,,4.8,2.3,7.2,0.14,,0.8,0.6,1.4,2.1,besttr01,2000-01
32,31,Mike Bibby,PG,22,VAN,82,3190,16.8,0.525,0.246,0.162,1.7,9.2,5.5,38.3,1.8,0.3,16.7,21.3,,4.0,1.4,5.3,0.081,,2.0,-1.2,0.7,2.2,bibbymi01,2000-01
33,32,Chauncey Billups*,SG,24,MIN,77,1790,14.1,0.538,0.33,0.291,2.0,8.1,5.0,22.2,1.5,0.4,14.4,19.5,,2.7,0.9,3.7,0.098,,0.4,-0.9,-0.5,0.7,billuch01,2000-01
34,33,Mookie Blaylock,PG,33,GSW,69,2352,15.8,0.455,0.281,0.095,3.0,9.9,6.1,32.3,3.5,0.6,13.3,17.3,,1.9,1.6,3.5,0.071,,0.2,1.0,1.2,1.9,blaylmo01,2000-01
35,34,Corie Blount,PF,32,TOT,68,1305,11.8,0.473,0.027,0.282,13.9,19.4,16.5,7.1,1.6,1.2,18.1,13.2,,0.5,1.2,1.8,0.065,,-2.6,-0.9,-3.5,-0.5,blounco01,2000-01
36,34,Corie Blount,PF,32,PHO,30,387,5.8,0.504,0.0,0.319,10.1,14.9,12.4,3.0,1.7,0.9,25.1,8.3,,0.0,0.6,0.6,0.077,,-5.7,1.4,-4.3,-0.2,blounco01,2000-01
37,34,Corie Blount,PF,32,GSW,38,918,14.3,0.468,0.032,0.275,15.6,21.3,18.2,8.9,1.6,1.3,16.6,15.3,,0.5,0.6,1.1,0.06,,-1.4,-1.8,-3.2,-0.3,blounco01,2000-01
38,35,Mark Blount,C,25,BOS,64,1098,11.1,0.541,0.0,0.33,9.9,14.9,12.3,4.8,1.8,5.3,21.3,12.0,,0.5,1.4,1.9,0.084,,-4.2,1.1,-3.1,-0.3,blounma01,2000-01
39,36,Muggsy Bogues,PG,36,TOR,3,34,-0.5,0.0,0.5,0.0,0.0,10.2,5.0,19.3,3.1,0.0,66.7,7.9,,-0.1,0.0,-0.1,-0.128,,-8.9,1.7,-7.2,0.0,boguemu01,2000-01
40,37,Etdrick Bohannon,PF,27,CLE,6,19,22.4,0.694,0.0,1.0,18.3,24.3,21.3,0.0,0.0,7.7,14.8,16.1,,0.1,0.0,0.1,0.276,,1.0,0.7,1.7,0.0,bohanet01,2000-01
41,38,Calvin Booth,C,24,TOT,55,933,16.1,0.512,0.0,0.31,9.5,21.1,15.2,7.4,1.6,8.5,15.6,16.3,,0.6,1.4,2.1,0.106,,-1.9,2.7,0.7,0.6,boothca01,2000-01
42,38,Calvin Booth,C,24,WAS,40,640,14.7,0.482,0.0,0.268,9.5,22.5,15.9,5.9,1.4,9.1,16.1,15.6,,0.1,0.9,1.0,0.074,,-2.6,2.2,-0.4,0.3,boothca01,2000-01
43,38,Calvin Booth,C,24,DAL,15,293,18.9,0.568,0.0,0.393,9.4,17.8,13.7,10.4,2.1,7.3,14.7,17.9,,0.5,0.6,1.1,0.176,,-0.5,3.6,3.2,0.4,boothca01,2000-01
44,39,Cal Bowdler,SF,23,ATL,44,375,15.8,0.532,0.044,0.351,8.9,14.1,11.4,1.8,1.4,4.0,7.7,17.0,,0.7,0.4,1.0,0.134,,-0.6,-0.3,-0.9,0.1,bowdlca01,2000-01
45,40,Bruce Bowen,SF,29,MIA,82,2685,8.1,0.478,0.528,0.277,2.0,8.8,5.4,8.2,1.7,1.5,10.2,13.1,,0.5,3.7,4.2,0.075,,-2.6,1.5,-1.1,0.6,bowenbr01,2000-01
46,41,Ryan Bowen,SF,25,DEN,57,696,13.3,0.585,0.076,0.306,9.6,8.1,8.8,6.8,2.8,1.2,12.8,12.0,,1.2,0.4,1.7,0.114,,-1.1,1.3,0.1,0.4,bowenry01,2000-01
47,42,Ira Bowman,PG,27,ATL,3,19,9.2,0.0,0.0,0.0,5.8,5.9,5.9,50.5,0.0,0.0,33.3,7.1,,0.0,0.0,0.0,-0.024,,0.0,-1.7,-1.7,0.0,bowmair01,2000-01
48,43,Earl Boykins,PG,24,LAC,10,149,17.2,0.461,0.127,0.27,3.2,5.2,4.2,38.7,1.8,0.0,11.3,24.7,,0.2,0.1,0.3,0.089,,1.3,-1.1,0.2,0.1,boykiea01,2000-01
49,44,Shawn Bradley,C,28,DAL,82,2001,16.2,0.551,0.013,0.398,9.2,24.4,17.0,2.8,0.9,8.1,14.3,13.9,,2.5,3.8,6.3,0.151,,-1.0,2.5,1.6,1.8,bradlsh01,2000-01
50,45,Elton Brand,PF,21,CHI,74,2906,20.4,0.524,0.002,0.388,11.2,19.6,15.2,17.0,1.3,3.0,13.3,26.3,,4.1,2.0,6.1,0.101,,2.2,-1.2,1.1,2.2,brandel01,2000-01
51,46,Terrell Brandon,PG,30,MIN,78,2821,20.0,0.507,0.08,0.198,2.4,9.7,6.0,33.7,3.0,0.5,11.2,22.2,,5.8,2.7,8.5,0.145,,2.6,0.5,3.1,3.6,brandte01,2000-01
52,47,Chucky Brown,SF,32,TOT,26,339,9.7,0.464,0.032,0.358,2.6,15.7,9.0,5.3,1.4,1.5,6.8,15.5,,0.1,0.2,0.4,0.05,,-2.9,-0.5,-3.5,-0.1,brownch01,2000-01
53,47,Chucky Brown,SF,32,GSW,6,74,13.4,0.492,0.1,0.5,4.0,23.4,12.9,10.9,2.1,1.0,7.6,15.1,,0.1,0.1,0.2,0.098,,-2.3,1.1,-1.2,0.0,brownch01,2000-01
54,47,Chucky Brown,SF,32,CLE,20,265,8.7,0.456,0.013,0.32,2.2,13.5,7.9,3.7,1.2,1.7,6.6,15.6,,0.0,0.2,0.2,0.036,,-3.1,-1.0,-4.1,-0.1,brownch01,2000-01
55,48,Dee Brown,PG,32,ORL,7,155,9.0,0.519,0.727,0.114,0.0,8.1,3.9,11.9,1.3,0.0,13.2,15.2,,0.1,0.1,0.2,0.059,,-1.4,-1.0,-2.4,0.0,brownde01,2000-01
56,49,P.J. Brown,C,31,CHH,80,2811,13.3,0.518,0.007,0.373,10.5,19.6,15.1,7.3,1.5,2.4,14.2,12.5,,3.4,4.7,8.0,0.137,,-1.3,0.9,-0.4,1.1,brownpj01,2000-01
57,50,Randy Brown,PG,32,BOS,54,1238,8.2,0.438,0.013,0.169,2.1,7.5,4.7,20.1,2.6,0.6,18.0,11.4,,-0.1,1.0,0.9,0.034,,-4.2,1.1,-3.1,-0.3,brownra02,2000-01
58,51,Rick Brunson,PG,28,TOT,22,208,6.3,0.38,0.259,0.278,2.9,9.2,6.0,24.2,2.0,0.4,21.9,17.4,,-0.4,0.2,-0.2,-0.039,,-4.9,-0.2,-5.1,-0.2,brunsri01,2000-01
59,51,Rick Brunson,PG,28,BOS,7,142,5.6,0.334,0.314,0.257,1.6,6.0,3.7,26.9,2.6,0.5,18.8,15.3,,-0.2,0.1,-0.1,-0.043,,-5.1,0.0,-5.1,-0.1,brunsri01,2000-01
60,51,Rick Brunson,PG,28,NYK,15,66,7.8,0.462,0.158,0.316,5.7,16.0,11.0,18.6,0.8,0.0,27.0,21.9,,-0.1,0.1,0.0,-0.03,,-4.5,-0.5,-5.0,0.0,brunsri01,2000-01
61,52,Kobe Bryant*,SG,22,LAL,68,2783,24.5,0.552,0.132,0.369,4.3,11.8,8.1,23.0,2.1,1.1,11.1,31.8,,9.2,2.2,11.3,0.196,,5.1,-0.3,4.8,4.7,bryanko01,2000-01
62,53,Mark Bryant,PF,35,DAL,18,101,2.1,0.428,0.0,0.25,4.5,18.3,11.6,4.2,0.5,1.4,18.4,12.2,,-0.1,0.1,0.0,0.005,,-9.0,-0.2,-9.2,-0.2,bryanma01,2000-01
63,54,Greg Buckner,SG,24,DAL,37,820,12.1,0.503,0.036,0.422,8.4,12.9,10.7,8.8,2.1,0.8,10.6,14.1,,1.1,0.9,2.0,0.118,,-1.2,0.7,-0.5,0.3,buckngr01,2000-01
64,55,Jud Buechler,SF,32,DET,57,737,9.9,0.57,0.47,0.073,2.9,11.0,6.8,8.4,1.4,1.0,12.9,11.4,,0.8,0.7,1.5,0.098,,-1.8,0.9,-0.9,0.2,buechju01,2000-01
65,56,Rodney Buford,SF,23,PHI,47,573,11.3,0.489,0.158,0.12,3.2,11.2,7.3,5.4,1.6,0.8,10.3,22.3,,0.1,0.7,0.8,0.071,,-2.5,-0.5,-2.9,-0.1,buforro01,2000-01
66,57,Matt Bullard,PF,33,HOU,61,1000,13.0,0.569,0.698,0.046,2.6,12.2,7.5,6.9,0.5,0.6,3.7,14.9,,2.2,0.4,2.6,0.125,,2.5,-1.0,1.5,0.9,bullama01,2000-01
67,58,Scott Burrell,SF,30,CHH,4,41,12.8,0.507,0.4,0.267,2.8,5.5,4.2,4.6,3.9,0.0,0.0,18.8,,0.1,0.1,0.1,0.135,,-2.5,2.2,-0.2,0.0,burresc01,2000-01
68,59,Jason Caffey,PF,27,MIL,70,1460,13.7,0.544,0.0,0.575,10.6,16.8,13.7,5.5,1.4,1.3,14.3,16.6,,2.3,1.2,3.5,0.114,,-1.2,-1.0,-2.2,-0.1,caffeja01,2000-01
69,60,Marcus Camby,C,26,NYK,63,2127,20.9,0.559,0.014,0.388,11.5,29.0,20.5,4.5,1.7,5.2,8.5,17.0,,4.8,5.5,10.3,0.233,,2.0,2.5,4.6,3.5,cambyma01,2000-01
70,61,Elden Campbell,PF,32,CHH,78,2337,16.4,0.505,0.007,0.487,7.7,21.9,14.8,8.1,1.4,4.4,12.4,22.8,,1.9,4.5,6.4,0.131,,-1.5,1.1,-0.4,1.0,campbel01,2000-01
71,62,Brian Cardinal,PF,23,DET,15,126,4.7,0.398,0.161,0.581,6.7,13.0,9.8,3.6,2.8,1.1,18.8,16.5,,-0.2,0.2,0.0,-0.009,,-7.7,1.4,-6.3,-0.1,cardibr01,2000-01
72,63,Chris Carr,SG,26,BOS,35,309,16.3,0.611,0.33,0.536,4.0,13.0,8.3,6.7,0.7,0.7,12.1,23.1,,0.8,0.2,0.9,0.142,,0.6,-1.9,-1.3,0.1,carrch01,2000-01
73,64,Anthony Carter,PG,25,MIA,72,1630,11.3,0.439,0.083,0.215,3.4,9.8,6.6,29.5,2.5,0.5,18.5,19.2,,-0.8,2.5,1.7,0.05,,-3.0,1.1,-1.9,0.0,cartean01,2000-01
74,65,Vince Carter*,SF,24,TOR,75,2979,25.0,0.551,0.24,0.303,6.5,9.3,7.9,19.2,2.0,1.9,8.2,30.7,,10.3,2.6,12.9,0.208,,7.6,0.1,7.6,7.2,cartevi01,2000-01
75,66,Sam Cassell,PG,31,MIL,76,2709,20.1,0.542,0.087,0.285,1.9,10.1,6.1,36.4,1.7,0.2,14.7,24.9,,7.0,1.4,8.5,0.15,,2.5,-1.5,1.1,2.1,cassesa01,2000-01
76,67,Kelvin Cato,C,26,HOU,35,624,13.0,0.606,0.0,0.514,8.9,17.0,13.1,2.8,1.1,3.4,15.5,11.9,,1.0,0.7,1.7,0.128,,-2.0,0.8,-1.2,0.1,catoke01,2000-01
77,68,Duane Causwell,C,32,MIA,31,384,4.8,0.396,0.0,0.294,7.1,18.6,12.8,2.2,1.1,3.6,19.3,15.0,,-0.7,0.7,0.0,0.002,,-7.5,0.8,-6.7,-0.5,causwdu01,2000-01
78,69,Cedric Ceballos,SF,31,TOT,40,559,15.4,0.526,0.319,0.188,7.1,15.0,11.0,6.9,1.5,0.9,11.4,23.5,,0.5,0.8,1.3,0.114,,0.0,-0.5,-0.5,0.2,cebalce01,2000-01
79,69,Cedric Ceballos,SF,31,DET,13,166,13.0,0.497,0.563,0.141,4.4,12.5,8.4,7.4,1.8,1.3,10.7,22.0,,0.1,0.2,0.3,0.081,,-0.1,-0.4,-0.4,0.1,cebalce01,2000-01
80,69,Cedric Ceballos,SF,31,MIA,27,393,16.4,0.539,0.209,0.209,8.2,16.0,12.1,6.7,1.4,0.8,11.8,24.1,,0.5,0.6,1.1,0.129,,0.1,-0.6,-0.5,0.2,cebalce01,2000-01
81,70,Calbert Cheaney,SG,29,DEN,9,153,4.1,0.34,0.0,0.067,3.5,10.8,7.1,8.6,1.4,0.9,13.9,10.5,,-0.2,0.1,-0.1,-0.035,,-5.6,0.0,-5.6,-0.1,cheanca01,2000-01
82,71,Chris Childs,PG,33,TOT,77,1859,9.0,0.494,0.316,0.212,1.5,11.2,6.4,29.8,1.7,0.6,29.9,13.3,,-0.2,2.3,2.2,0.057,,-3.4,0.8,-2.6,-0.3,childch01,2000-01
83,71,Chris Childs,PG,33,NYK,51,1309,9.1,0.506,0.288,0.207,1.3,11.1,6.4,29.0,1.6,0.4,28.8,12.7,,0.1,1.8,2.0,0.073,,-3.1,1.2,-1.9,0.0,childch01,2000-01
84,71,Chris Childs,PG,33,TOR,26,550,8.8,0.472,0.372,0.221,2.0,11.3,6.6,31.5,2.1,1.0,31.9,14.8,,-0.3,0.5,0.2,0.018,,-4.2,0.0,-4.2,-0.3,childch01,2000-01
85,72,Doug Christie,SG,30,SAC,81,2939,14.8,0.538,0.317,0.396,3.6,9.3,6.5,14.6,3.2,1.0,14.3,16.2,,4.3,4.4,8.7,0.141,,0.0,2.3,2.3,3.2,chrisdo01,2000-01
86,73,Keon Clark,PF,25,TOT,81,1720,15.6,0.512,0.002,0.462,8.6,19.6,14.0,6.8,1.0,6.3,12.6,18.6,,1.5,2.2,3.7,0.104,,-2.1,1.0,-1.1,0.4,clarkke01,2000-01
87,73,Keon Clark,PF,25,DEN,35,752,11.0,0.463,0.0,0.528,8.3,18.7,13.4,7.0,1.1,4.0,16.4,17.4,,-0.2,0.7,0.5,0.031,,-3.8,0.0,-3.7,-0.3,clarkke01,2000-01
88,73,Keon Clark,PF,25,TOR,46,968,19.2,0.544,0.003,0.422,8.9,20.3,14.4,6.6,0.9,8.0,10.0,19.5,,1.7,1.6,3.2,0.161,,-0.7,1.7,1.0,0.7,clarkke01,2000-01
89,74,Mateen Cleaves,PG,23,DET,78,1268,9.0,0.458,0.043,0.343,2.2,9.1,5.6,26.8,2.0,0.1,23.2,20.5,,-1.3,1.2,-0.1,-0.006,,-4.5,-0.7,-5.2,-1.0,cleavma01,2000-01
90,75,John Coker,C,29,GSW,6,32,-2.8,0.125,0.0,0.0,9.2,7.2,8.3,8.8,1.6,0.0,20.0,13.2,,-0.1,0.0,-0.1,-0.192,,-8.8,-4.0,-12.9,-0.1,cokerjo01,2000-01
91,76,Derrick Coleman,PF,33,CHH,34,683,13.8,0.469,0.2,0.361,7.7,23.0,15.4,10.2,0.8,2.3,12.4,22.8,,0.1,1.1,1.2,0.082,,-0.5,-0.5,-0.9,0.2,colemde01,2000-01
92,77,Bimbo Coles,PG,32,CLE,47,804,9.3,0.44,0.067,0.234,1.3,5.6,3.5,27.9,1.8,0.5,18.3,18.1,,-0.3,0.3,0.0,0.0,,-3.3,-1.5,-4.8,-0.6,colesbi01,2000-01
93,78,Jason Collier,C,23,HOU,23,222,7.4,0.435,0.014,0.338,6.4,12.7,9.6,4.4,0.5,0.9,11.9,19.2,,-0.1,0.1,0.0,-0.001,,-4.5,-2.0,-6.5,-0.2,collija02,2000-01
94,79,Sean Colson,PG,25,TOT,13,44,6.8,0.291,0.208,0.167,5.4,10.2,7.7,38.7,1.2,0.0,7.2,28.8,,-0.1,0.0,-0.1,-0.106,,-5.7,-3.2,-8.9,-0.1,colsose01,2000-01
95,79,Sean Colson,PG,25,ATL,3,14,-10.6,0.0,0.2,0.0,0.0,24.0,11.9,29.4,0.0,0.0,28.6,22.3,,-0.1,0.0,-0.1,-0.465,,-13.6,-5.3,-18.9,-0.1,colsose01,2000-01
96,79,Sean Colson,PG,25,HOU,10,30,14.9,0.361,0.211,0.211,7.9,3.8,5.8,43.0,1.8,0.0,0.0,31.9,,0.0,0.0,0.0,0.062,,-2.0,-2.2,-4.2,0.0,colsose01,2000-01
97,80,Tyrone Corbin,SF,38,TOR,15,117,-2.2,0.252,0.132,0.105,2.8,9.9,6.3,5.0,0.9,0.0,7.0,16.3,,-0.4,0.1,-0.3,-0.126,,-9.8,-3.1,-12.9,-0.3,corbity01,2000-01
98,81,Chris Crawford,PF,25,ATL,47,901,9.5,0.519,0.081,0.307,3.4,10.2,6.8,6.9,1.2,1.3,16.8,18.3,,0.1,0.5,0.6,0.031,,-3.5,-0.9,-4.5,-0.6,crawfch01,2000-01
99,82,Jamal Crawford,PG,20,CHI,61,1050,8.5,0.442,0.385,0.112,1.0,9.4,5.0,23.0,2.2,1.0,21.0,17.9,,-1.3,0.4,-0.9,-0.043,,-2.9,-1.5,-4.4,-0.6,crawfja01,2000-01
100,83,Austin Croshere,PF,25,IND,81,1874,14.3,0.512,0.295,0.33,7.7,15.5,11.7,8.8,1.0,1.9,14.5,23.4,,1.2,2.0,3.2,0.082,,-0.1,-1.0,-1.2,0.4,croshau01,2000-01
101,84,John Crotty,PG,31,UTA,31,264,7.2,0.443,0.108,0.292,6.2,6.9,6.6,19.4,1.2,0.0,20.6,16.1,,0.0,0.1,0.1,0.019,,-3.3,-1.8,-5.2,-0.2,crottjo01,2000-01
102,85,Vonteego Cummings,PG,24,GSW,66,1495,10.4,0.425,0.277,0.224,3.1,7.0,4.9,24.4,2.3,0.7,13.8,18.6,,-0.2,0.4,0.2,0.007,,-2.6,-0.8,-3.4,-0.5,cummivo01,2000-01
103,86,Bill Curley,PF,28,TOT,20,192,10.5,0.569,0.043,0.404,10.7,9.6,10.2,2.6,1.9,3.3,22.4,15.8,,0.0,0.1,0.2,0.038,,-5.0,-0.2,-5.2,-0.2,curlebi01,2000-01
104,86,Bill Curley,PF,28,DAL,5,15,-8.3,0.26,0.25,1.0,0.0,0.0,0.0,0.0,3.4,4.8,25.8,23.5,,-0.1,0.0,-0.1,-0.314,,-15.9,-0.2,-16.1,-0.1,curlebi01,2000-01
105,86,Bill Curley,PF,28,GSW,15,177,12.1,0.605,0.023,0.349,11.6,10.4,11.1,2.8,1.7,3.2,22.0,15.2,,0.2,0.1,0.3,0.068,,-4.1,-0.2,-4.3,-0.1,curlebi01,2000-01
106,87,Dell Curry,SG,36,TOR,71,956,14.4,0.53,0.38,0.134,1.8,8.3,5.0,13.2,1.5,0.6,8.8,20.7,,1.5,0.5,2.0,0.101,,1.2,-0.8,0.3,0.6,curryde01,2000-01
107,88,Michael Curry,SG,32,DET,68,1485,7.5,0.507,0.028,0.229,1.5,7.4,4.4,13.9,0.9,0.1,14.8,12.0,,0.8,0.9,1.7,0.055,,-4.2,0.0,-4.3,-0.9,currymi01,2000-01
108,89,Erick Dampier,C,25,GSW,43,1038,10.0,0.432,0.006,0.401,9.2,17.0,12.8,9.2,0.8,4.0,18.2,18.4,,-1.0,0.6,-0.5,-0.021,,-4.4,-0.8,-5.2,-0.8,dampier01,2000-01
109,90,Antonio Daniels,PG,25,SAS,79,2060,15.5,0.567,0.311,0.265,1.5,7.2,4.5,24.9,1.6,0.5,14.2,17.5,,4.1,2.4,6.6,0.153,,1.3,0.4,1.7,1.9,daniean01,2000-01
110,91,Kornél Dávid,SF,29,TOT,27,209,12.0,0.547,0.0,0.255,7.8,20.1,13.8,5.3,1.5,1.3,16.2,14.3,,0.2,0.2,0.4,0.102,,-2.5,0.5,-2.0,0.0,davidko01,2000-01
111,91,Kornél Dávid,SF,29,TOR,17,140,11.9,0.605,0.0,0.448,7.1,19.8,13.3,4.4,0.8,1.5,16.8,13.3,,0.2,0.1,0.3,0.12,,-2.2,-0.2,-2.3,0.0,davidko01,2000-01
112,91,Kornél Dávid,SF,29,DET,10,69,12.2,0.455,0.0,0.0,9.1,20.6,14.7,7.4,2.9,1.0,15.4,16.3,,0.0,0.1,0.1,0.067,,-3.2,1.9,-1.3,0.0,davidko01,2000-01
