,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,Player-additional,Season
0,1,Kareem Abdul-Jabbar*,C,35,LAL,79,2554,23.6,0.619,0.002,0.302,7.6,17.6,12.8,10.8,1.1,3.5,12.6,24.6,,8.0,2.9,10.9,0.205,,4.0,0.5,4.5,4.2,abdulka01,1982-83
1,2,Alvan Adams,C,28,PHO,80,2447,16.8,0.527,0.003,0.221,7.6,16.7,12.4,21.8,2.2,1.7,18.4,22.0,,2.0,4.5,6.5,0.128,,0.8,1.7,2.5,2.8,adamsal01,1982-83
2,3,Mark Aguirre,SF,23,DAL,81,2784,20.5,0.535,0.048,0.371,7.3,12.5,9.8,18.2,1.3,0.5,12.4,30.0,,5.9,1.0,6.9,0.118,,3.6,-1.9,1.7,2.6,aguirma01,1982-83
3,4,Danny Ainge,SG,23,BOS,80,2048,13.2,0.519,0.04,0.135,4.4,6.8,5.6,16.1,2.5,0.2,11.4,16.5,,2.8,2.4,5.2,0.121,,-1.0,1.2,0.2,1.2,aingeda01,1982-83
4,5,Dwight Anderson,PG,22,DEN,5,33,10.6,0.571,0.0,0.714,0.0,6.1,3.1,11.5,1.3,0.0,21.4,26.2,,0.0,0.0,0.0,0.001,,-4.3,-0.5,-4.8,0.0,anderdw01,1982-83
5,6,J.J. Anderson,SF,22,TOT,65,1202,13.7,0.526,0.011,0.462,10.4,14.4,12.5,7.6,2.3,0.9,14.8,17.4,,0.9,1.4,2.3,0.094,,-1.0,0.0,-0.9,0.3,anderjj01,1982-83
6,6,J.J. Anderson,SF,22,PHI,13,48,3.9,0.364,0.045,0.136,9.2,16.9,13.2,2.8,1.0,0.0,17.7,23.4,,-0.1,0.1,-0.1,-0.082,,-5.1,-0.8,-5.9,-0.1,anderjj01,1982-83
7,6,J.J. Anderson,SF,22,UTA,52,1154,14.2,0.535,0.008,0.482,10.5,14.3,12.5,7.8,2.4,0.9,14.6,17.2,,1.0,1.4,2.4,0.101,,-0.8,0.1,-0.7,0.4,anderjj01,1982-83
8,7,Richard Anderson,C,22,SDC,78,1274,10.4,0.437,0.044,0.16,9.2,15.6,12.2,12.1,2.1,1.2,16.8,16.9,,-0.3,0.8,0.5,0.017,,-2.1,-0.5,-2.6,-0.2,anderri01,1982-83
9,8,Tiny Archibald*,PG,34,BOS,66,1811,12.3,0.509,0.043,0.535,1.5,3.9,2.7,28.0,1.0,0.1,19.3,18.3,,1.7,1.2,2.9,0.077,,0.0,-2.0,-2.0,0.0,architi01,1982-83
