,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,Player-additional,Season
0,1,Mark Acres,C,27,ORL,80,1691,8.3,0.536,0.014,0.421,9.3,17.8,13.4,5.0,1.0,0.8,17.2,9.4,,1.1,0.6,1.6,0.047,,-3.1,-0.6,-3.7,-0.7,acresma01,1989-90
1,2,Michael Adams,PG,27,DEN,79,2690,15.4,0.542,0.437,0.317,1.8,7.3,4.4,23.3,2.0,0.1,11.1,18.5,,4.4,2.5,6.9,0.124,,1.8,-0.1,1.8,2.6,adamsmi01,1989-90
2,3,Mark Aguirre,SF,30,DET,78,2005,15.8,0.544,0.104,0.283,6.7,10.6,8.7,11.6,0.9,0.6,10.7,24.3,,3.1,2.5,5.7,0.136,,1.0,0.0,1.0,1.5,aguirma01,1989-90
3,4,Danny Ainge,PG,30,SAC,75,2727,16.1,0.528,0.25,0.231,2.9,10.6,6.8,25.5,2.1,0.4,12.7,23.0,,2.7,2.1,4.8,0.085,,1.2,-0.1,1.1,2.1,aingeda01,1989-90
4,5,Mark Alarie,PF,26,WSB,82,1893,14.1,0.51,0.062,0.169,8.5,12.8,10.7,10.5,1.5,1.2,10.7,20.4,,1.5,1.6,3.1,0.079,,-0.6,-0.7,-1.3,0.3,alarima01,1989-90
5,6,Steve Alford,PG,25,DAL,41,302,18.7,0.544,0.159,0.268,0.8,8.5,4.7,21.2,2.5,0.6,9.4,24.7,,0.6,0.3,0.9,0.144,,1.2,0.4,1.6,0.3,alforst01,1989-90
6,7,Randy Allen,SG,25,SAC,63,746,8.4,0.456,0.029,0.18,7.5,13.4,10.5,4.4,1.1,1.5,9.8,16.5,,-0.3,0.6,0.2,0.014,,-4.2,-0.9,-5.2,-0.6,allenra01,1989-90
7,8,Greg Anderson,PF,25,MIL,60,1291,13.0,0.522,0.0,0.394,9.8,23.6,16.6,2.7,1.2,2.6,13.6,19.1,,0.2,1.7,2.0,0.073,,-2.8,-0.9,-3.8,-0.6,andergr01,1989-90
8,9,Nick Anderson,SG,22,ORL,81,1785,14.9,0.536,0.023,0.351,6.1,12.7,9.3,10.5,1.8,1.0,13.7,22.1,,1.2,0.7,1.8,0.049,,0.0,-1.0,-1.0,0.5,anderni01,1989-90
9,10,Richard Anderson,PF,29,CHH,54,604,13.3,0.522,0.474,0.109,5.9,18.8,11.9,13.4,1.6,0.9,10.5,17.4,,0.4,0.5,1.0,0.077,,0.6,0.2,0.7,0.4,anderri01,1989-90
10,11,Ron Anderson,SF,31,PHI,78,2089,13.9,0.499,0.025,0.234,4.4,11.5,8.0,10.0,1.7,0.4,7.8,20.4,,2.0,1.7,3.8,0.086,,-0.8,-0.5,-1.4,0.3,anderro01,1989-90
11,12,Willie Anderson,SG,23,SAS,82,2788,15.2,0.532,0.024,0.268,4.8,10.1,7.5,19.6,1.9,1.3,14.1,20.9,,2.8,3.7,6.5,0.111,,0.5,0.9,1.3,2.4,anderwi01,1989-90
12,13,Michael Ansley,SF,22,ORL,72,1221,17.3,0.554,0.0,0.488,15.7,15.6,15.6,4.8,0.9,0.8,8.1,19.7,,3.0,0.3,3.3,0.129,,1.2,-2.5,-1.3,0.2,anslemi01,1989-90
13,14,B.J. Armstrong,PG,22,CHI,81,1291,11.9,0.53,0.015,0.199,1.7,7.6,4.7,20.7,1.8,0.3,16.3,16.9,,1.0,0.8,1.7,0.064,,-1.7,-1.1,-2.8,-0.3,armstbj01,1989-90
14,15,John Bagley,PG,29,BOS,54,1095,10.8,0.489,0.083,0.179,2.8,6.0,4.5,33.3,1.8,0.2,27.7,12.5,,0.3,0.8,1.1,0.047,,-1.0,-0.6,-1.6,0.1,baglejo01,1989-90
15,16,Thurl Bailey,SF,28,UTA,82,2583,13.4,0.527,0.008,0.292,5.6,12.5,9.3,8.1,0.6,2.4,11.2,21.0,,1.7,2.8,4.6,0.085,,-0.6,-0.6,-1.2,0.5,baileth01,1989-90
16,17,Ken Bannister,PF,29,LAC,52,589,7.6,0.492,0.006,0.683,7.7,14.0,10.9,4.3,1.4,0.7,17.4,18.0,,-0.5,0.5,0.1,0.005,,-4.8,-1.1,-5.9,-0.6,bannike01,1989-90
